# Low Threshold: 1.962640
# High Threshold: 2.796045
# Counts - Low: 127, Moderate: 444, High: 1146
ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000476323,"mean: 0.466895, var: 0.006289","mean: 0.146973, var: 0.000684","mean: 0.141724, var: 0.000723","mean: 0.059534, var: 0.001651","mean: 0.123462, var: 0.000800","mean: 0.961133, var: 0.000067","mean: 0.042242, var: 0.001031","mean: 0.097485, var: 0.000719","mean: 0.056647, var: 0.000160","mean: 0.096106, var: 0.000843","mean: 0.120044, var: 0.002251",2.3815008875392176,Moderate
ENSP00000475468,"mean: 0.211768, var: 0.000531","mean: 0.415332, var: 0.001775","mean: 0.436523, var: 0.001448","mean: 0.249731, var: 0.005947","mean: 0.108557, var: 0.000309","mean: 0.482275, var: 0.008198","mean: 0.163611, var: 0.005477","mean: 0.230811, var: 0.010218","mean: 0.163013, var: 0.000638","mean: 0.246057, var: 0.007781","mean: 0.176312, var: 0.019070",3.576000967586171,High
ENSP00000463707,"mean: 0.188184, var: 0.000669","mean: 0.538770, var: 0.002658","mean: 0.491064, var: 0.000801","mean: 0.453857, var: 0.002578","mean: 0.121387, var: 0.000952","mean: 0.453467, var: 0.001608","mean: 0.278979, var: 0.003460","mean: 0.258008, var: 0.006717","mean: 0.181226, var: 0.000587","mean: 0.287646, var: 0.005052","mean: 0.086905, var: 0.008100",3.5558483003076993,High
ENSP00000453788,"mean: 0.205005, var: 0.000295","mean: 0.457471, var: 0.002097","mean: 0.437500, var: 0.005077","mean: 0.487158, var: 0.004211","mean: 0.123865, var: 0.000653","mean: 0.523633, var: 0.005099","mean: 0.144519, var: 0.002576","mean: 0.224414, var: 0.004165","mean: 0.209229, var: 0.002983","mean: 0.334326, var: 0.003855","mean: 0.114563, var: 0.005550",3.5488294764355834,High
ENSP00000438281,"mean: 0.165112, var: 0.001016","mean: 0.605762, var: 0.002779","mean: 0.336890, var: 0.007456","mean: 0.158838, var: 0.001068","mean: 0.168066, var: 0.001409","mean: 0.236084, var: 0.001764","mean: 0.006351, var: 0.000023","mean: 0.055499, var: 0.000178","mean: 0.198633, var: 0.010474","mean: 0.343213, var: 0.021438","mean: 0.020906, var: 0.000805",2.8618896228705024,High
ENSP00000436308,"mean: 0.060828, var: 0.000226","mean: 0.281396, var: 0.001341","mean: 0.887207, var: 0.001581","mean: 0.054373, var: 0.000749","mean: 0.103723, var: 0.000394","mean: 0.136731, var: 0.001637","mean: 0.012582, var: 0.000125","mean: 0.087939, var: 0.000437","mean: 0.084656, var: 0.000710","mean: 0.043478, var: 0.000273","mean: 0.030364, var: 0.001115",2.0190170797425004,Moderate
ENSP00000434262,"mean: 0.247388, var: 0.000728","mean: 0.458643, var: 0.001175","mean: 0.335596, var: 0.002158","mean: 0.215442, var: 0.011662","mean: 0.152319, var: 0.001450","mean: 0.541064, var: 0.008361","mean: 0.112225, var: 0.003154","mean: 0.144629, var: 0.000148","mean: 0.127869, var: 0.001052","mean: 0.148608, var: 0.000308","mean: 0.055328, var: 0.006577",3.250723752818274,High
ENSP00000432792,"mean: 0.745898, var: 0.003395","mean: 0.125000, var: 0.001368","mean: 0.113733, var: 0.000342","mean: 0.089044, var: 0.003272","mean: 0.150098, var: 0.000416","mean: 0.890918, var: 0.001081","mean: 0.285901, var: 0.031752","mean: 0.468213, var: 0.012364","mean: 0.215833, var: 0.008169","mean: 0.170581, var: 0.003114","mean: 0.121454, var: 0.004293",2.9307016973970033,High
ENSP00000408717,"mean: 0.221594, var: 0.004397","mean: 0.494043, var: 0.005425","mean: 0.483789, var: 0.003963","mean: 0.172913, var: 0.005611","mean: 0.101627, var: 0.002063","mean: 0.274536, var: 0.012208","mean: 0.023748, var: 0.000920","mean: 0.188159, var: 0.001931","mean: 0.158594, var: 0.003298","mean: 0.219141, var: 0.001095","mean: 0.102887, var: 0.005055",3.1860914338970607,High
ENSP00000453224,"mean: 0.120581, var: 0.000548","mean: 0.537646, var: 0.005820","mean: 0.460986, var: 0.006271","mean: 0.654590, var: 0.000527","mean: 0.111096, var: 0.000522","mean: 0.446533, var: 0.007033","mean: 0.122662, var: 0.002272","mean: 0.075085, var: 0.000414","mean: 0.070007, var: 0.000400","mean: 0.208228, var: 0.002568","mean: 0.051169, var: 0.002273",2.9440049971384887,High
ENSP00000443808,"mean: 0.193481, var: 0.001452","mean: 0.424756, var: 0.004075","mean: 0.342676, var: 0.003904","mean: 0.390527, var: 0.010702","mean: 0.112415, var: 0.000962","mean: 0.625684, var: 0.003474","mean: 0.174829, var: 0.005911","mean: 0.227881, var: 0.002355","mean: 0.153723, var: 0.004319","mean: 0.251221, var: 0.002503","mean: 0.128009, var: 0.003307",3.49473078967861,High
ENSP00000431481,"mean: 0.303760, var: 0.011345","mean: 0.639844, var: 0.005166","mean: 0.394287, var: 0.004591","mean: 0.163086, var: 0.013033","mean: 0.316748, var: 0.011096","mean: 0.130127, var: 0.002127","mean: 0.013346, var: 0.000062","mean: 0.148206, var: 0.001780","mean: 0.405322, var: 0.004782","mean: 0.194177, var: 0.009600","mean: 0.023069, var: 0.000503",3.0516573709375376,High
ENSP00000399672,"mean: 0.102063, var: 0.000436","mean: 0.451855, var: 0.003395","mean: 0.695020, var: 0.001300","mean: 0.101001, var: 0.003504","mean: 0.081812, var: 0.000126","mean: 0.213989, var: 0.000785","mean: 0.019391, var: 0.000258","mean: 0.126050, var: 0.001983","mean: 0.141223, var: 0.002145","mean: 0.111578, var: 0.002066","mean: 0.042282, var: 0.002080",2.603427919601299,Moderate
ENSP00000399490,"mean: 0.341602, var: 0.001154","mean: 0.178003, var: 0.000713","mean: 0.138464, var: 0.000783","mean: 0.567187, var: 0.014128","mean: 0.333496, var: 0.005490","mean: 0.157776, var: 0.002463","mean: 0.025745, var: 0.000128","mean: 0.403223, var: 0.014703","mean: 0.184436, var: 0.003232","mean: 0.332495, var: 0.010400","mean: 0.034235, var: 0.000451",3.180977581344603,High
ENSP00000389994,"mean: 0.137952, var: 0.000724","mean: 0.582520, var: 0.006120","mean: 0.440771, var: 0.004216","mean: 0.611768, var: 0.005738","mean: 0.109265, var: 0.000376","mean: 0.211279, var: 0.005114","mean: 0.171851, var: 0.009101","mean: 0.099487, var: 0.000644","mean: 0.099646, var: 0.000615","mean: 0.204785, var: 0.001212","mean: 0.097646, var: 0.007901",3.1340759891250367,High
ENSP00000502992,"mean: 0.251245, var: 0.001453","mean: 0.190161, var: 0.001230","mean: 0.144458, var: 0.000385","mean: 0.080630, var: 0.003669","mean: 0.073315, var: 0.000395","mean: 0.911816, var: 0.000857","mean: 0.379346, var: 0.007577","mean: 0.056458, var: 0.000193","mean: 0.024176, var: 0.000076","mean: 0.050250, var: 0.000222","mean: 0.082977, var: 0.003147",2.3977555696759376,Moderate
ENSP00000464939,"mean: 0.066370, var: 0.000542","mean: 0.341113, var: 0.001979","mean: 0.787207, var: 0.003469","mean: 0.042456, var: 0.001348","mean: 0.049664, var: 0.000116","mean: 0.066052, var: 0.001183","mean: 0.006037, var: 0.000022","mean: 0.077716, var: 0.001057","mean: 0.030571, var: 0.000247","mean: 0.062317, var: 0.000369","mean: 0.008135, var: 0.000070",1.7461048086808917,Low
ENSP00000458914,"mean: 0.182764, var: 0.001238","mean: 0.496777, var: 0.004903","mean: 0.521387, var: 0.001616","mean: 0.398389, var: 0.006801","mean: 0.145667, var: 0.001749","mean: 0.573242, var: 0.008492","mean: 0.052737, var: 0.001239","mean: 0.137317, var: 0.000256","mean: 0.273682, var: 0.010470","mean: 0.209058, var: 0.000252","mean: 0.148584, var: 0.003341",3.356918294619519,High
ENSP00000434280,"mean: 0.340674, var: 0.003065","mean: 0.287671, var: 0.002053","mean: 0.463184, var: 0.007592","mean: 0.177936, var: 0.007381","mean: 0.141736, var: 0.001371","mean: 0.490186, var: 0.011710","mean: 0.056674, var: 0.002326","mean: 0.179138, var: 0.005216","mean: 0.129260, var: 0.001761","mean: 0.074225, var: 0.002487","mean: 0.127097, var: 0.016348",3.2057267580649764,High
ENSP00000501350,"mean: 0.208643, var: 0.001674","mean: 0.556299, var: 0.002549","mean: 0.463672, var: 0.005807","mean: 0.352979, var: 0.001488","mean: 0.166968, var: 0.000944","mean: 0.263208, var: 0.001955","mean: 0.047568, var: 0.000498","mean: 0.107483, var: 0.001358","mean: 0.158252, var: 0.001478","mean: 0.184790, var: 0.000931","mean: 0.091266, var: 0.007433",3.234216663644758,High
ENSP00000471320,"mean: 0.143677, var: 0.000659","mean: 0.401709, var: 0.004293","mean: 0.357764, var: 0.009831","mean: 0.619434, var: 0.007345","mean: 0.121924, var: 0.000293","mean: 0.472998, var: 0.002727","mean: 0.118579, var: 0.004044","mean: 0.194165, var: 0.006906","mean: 0.110577, var: 0.001342","mean: 0.243188, var: 0.001234","mean: 0.170038, var: 0.010996",3.379917661948926,High
ENSP00000466948,"mean: 0.276758, var: 0.002416","mean: 0.417920, var: 0.004494","mean: 0.475488, var: 0.001701","mean: 0.190015, var: 0.004166","mean: 0.076349, var: 0.000597","mean: 0.539697, var: 0.002471","mean: 0.097128, var: 0.003042","mean: 0.220007, var: 0.007781","mean: 0.147998, var: 0.003239","mean: 0.221924, var: 0.004027","mean: 0.132886, var: 0.014859",3.363073830313826,High
ENSP00000462705,"mean: 0.172693, var: 0.002307","mean: 0.635059, var: 0.006306","mean: 0.453125, var: 0.006543","mean: 0.113071, var: 0.003728","mean: 0.219434, var: 0.001890","mean: 0.260718, var: 0.001435","mean: 0.011556, var: 0.000192","mean: 0.148071, var: 0.002336","mean: 0.185913, var: 0.002442","mean: 0.184961, var: 0.001869","mean: 0.125778, var: 0.002909",3.1001625963214536,High
ENSP00000437284,"mean: 0.856543, var: 0.003113","mean: 0.107544, var: 0.000668","mean: 0.156152, var: 0.000479","mean: 0.108624, var: 0.005624","mean: 0.494189, var: 0.006588","mean: 0.245825, var: 0.002440","mean: 0.086121, var: 0.000906","mean: 0.496045, var: 0.005515","mean: 0.508496, var: 0.008545","mean: 0.468799, var: 0.006618","mean: 0.043254, var: 0.001124",2.9906203308136803,High
ENSP00000437200,"mean: 0.155908, var: 0.001901","mean: 0.346289, var: 0.002094","mean: 0.618750, var: 0.012347","mean: 0.422412, var: 0.001607","mean: 0.111963, var: 0.001458","mean: 0.137939, var: 0.000956","mean: 0.050320, var: 0.000457","mean: 0.113806, var: 0.000248","mean: 0.077948, var: 0.000343","mean: 0.223438, var: 0.003632","mean: 0.019667, var: 0.000513",2.8452177340449394,High
ENSP00000421278,"mean: 0.154297, var: 0.000524","mean: 0.508057, var: 0.004684","mean: 0.621094, var: 0.001462","mean: 0.101172, var: 0.003289","mean: 0.105273, var: 0.000373","mean: 0.223181, var: 0.004846","mean: 0.101221, var: 0.002924","mean: 0.208350, var: 0.002835","mean: 0.320581, var: 0.003140","mean: 0.237891, var: 0.007264","mean: 0.162909, var: 0.009888",3.292249912854457,High
ENSP00000404471,"mean: 0.224561, var: 0.001284","mean: 0.264917, var: 0.002205","mean: 0.201831, var: 0.003317","mean: 0.653613, var: 0.003481","mean: 0.230078, var: 0.003618","mean: 0.309253, var: 0.007771","mean: 0.023901, var: 0.000370","mean: 0.251978, var: 0.002124","mean: 0.200195, var: 0.003916","mean: 0.287231, var: 0.001575","mean: 0.134167, var: 0.001294",3.375631682598713,High
ENSP00000246551,"mean: 0.760059, var: 0.003038","mean: 0.166626, var: 0.000235","mean: 0.098218, var: 0.000453","mean: 0.545215, var: 0.002529","mean: 0.745996, var: 0.005053","mean: 0.155457, var: 0.001297","mean: 0.013081, var: 0.000057","mean: 0.268677, var: 0.003394","mean: 0.464160, var: 0.005039","mean: 0.224170, var: 0.002446","mean: 0.060367, var: 0.000817",2.84449851464946,High
ENSP00000450530,"mean: 0.186646, var: 0.001038","mean: 0.415771, var: 0.001947","mean: 0.511230, var: 0.003992","mean: 0.392627, var: 0.003374","mean: 0.140942, var: 0.001458","mean: 0.338135, var: 0.000245","mean: 0.091351, var: 0.001627","mean: 0.155725, var: 0.001855","mean: 0.170898, var: 0.002033","mean: 0.213086, var: 0.000284","mean: 0.136041, var: 0.009021",3.442001371692057,High
ENSP00000445750,"mean: 0.156995, var: 0.001491","mean: 0.515625, var: 0.010247","mean: 0.410229, var: 0.009958","mean: 0.392725, var: 0.004845","mean: 0.163452, var: 0.001241","mean: 0.374268, var: 0.003698","mean: 0.229834, var: 0.008043","mean: 0.194995, var: 0.005710","mean: 0.095807, var: 0.000632","mean: 0.164795, var: 0.000722","mean: 0.197021, var: 0.002923",3.527296562668812,High
ENSP00000441344,"mean: 0.147937, var: 0.000390","mean: 0.452686, var: 0.003263","mean: 0.442139, var: 0.002082","mean: 0.248560, var: 0.009434","mean: 0.069440, var: 0.000389","mean: 0.431201, var: 0.004270","mean: 0.141638, var: 0.006798","mean: 0.248853, var: 0.006564","mean: 0.149109, var: 0.001745","mean: 0.175024, var: 0.002406","mean: 0.171027, var: 0.015543",3.410055299588413,High
ENSP00000436643,"mean: 0.908008, var: 0.001461","mean: 0.117126, var: 0.000889","mean: 0.287183, var: 0.017406","mean: 0.078638, var: 0.001329","mean: 0.239307, var: 0.005715","mean: 0.427051, var: 0.006482","mean: 0.029155, var: 0.000401","mean: 0.579736, var: 0.008566","mean: 0.336084, var: 0.003259","mean: 0.452539, var: 0.004752","mean: 0.203094, var: 0.011981",3.070789996222924,High
ENSP00000431952,"mean: 0.166199, var: 0.002107","mean: 0.474023, var: 0.010681","mean: 0.326294, var: 0.013213","mean: 0.684668, var: 0.002965","mean: 0.141211, var: 0.000893","mean: 0.339551, var: 0.007023","mean: 0.212024, var: 0.009650","mean: 0.106439, var: 0.001874","mean: 0.074072, var: 0.000746","mean: 0.171130, var: 0.004385","mean: 0.159387, var: 0.000927",3.27499126357074,High
ENSP00000404200,"mean: 0.741504, var: 0.006507","mean: 0.179492, var: 0.001159","mean: 0.088544, var: 0.000548","mean: 0.027599, var: 0.000621","mean: 0.128345, var: 0.001194","mean: 0.930176, var: 0.000613","mean: 0.109924, var: 0.004871","mean: 0.208911, var: 0.001060","mean: 0.221265, var: 0.001776","mean: 0.137354, var: 0.007363","mean: 0.501709, var: 0.019346",2.6969288660432986,Moderate
ENSP00000392945,"mean: 0.246680, var: 0.002097","mean: 0.133020, var: 0.000351","mean: 0.126453, var: 0.000590","mean: 0.168030, var: 0.003926","mean: 0.091003, var: 0.000497","mean: 0.909473, var: 0.000268","mean: 0.111176, var: 0.003928","mean: 0.083856, var: 0.000310","mean: 0.087720, var: 0.000446","mean: 0.114563, var: 0.000283","mean: 0.066138, var: 0.002301",2.5726023711275348,Moderate
ENSP00000477770,"mean: 0.138855, var: 0.000376","mean: 0.560889, var: 0.003523","mean: 0.521436, var: 0.002807","mean: 0.587354, var: 0.003075","mean: 0.123169, var: 0.000744","mean: 0.561523, var: 0.008248","mean: 0.076544, var: 0.003036","mean: 0.149451, var: 0.000882","mean: 0.185291, var: 0.003778","mean: 0.238892, var: 0.000248","mean: 0.090594, var: 0.003486",3.185290433951484,High
ENSP00000457999,"mean: 0.128979, var: 0.001063","mean: 0.533252, var: 0.002104","mean: 0.530225, var: 0.001385","mean: 0.222839, var: 0.011368","mean: 0.108105, var: 0.000287","mean: 0.355225, var: 0.007586","mean: 0.111609, var: 0.001934","mean: 0.103308, var: 0.001901","mean: 0.073505, var: 0.000781","mean: 0.222339, var: 0.007384","mean: 0.056339, var: 0.005243",3.04603119373098,High
ENSP00000454415,"mean: 0.226392, var: 0.000555","mean: 0.125171, var: 0.000598","mean: 0.124634, var: 0.000548","mean: 0.065329, var: 0.001581","mean: 0.062347, var: 0.000232","mean: 0.934766, var: 0.000168","mean: 0.180225, var: 0.007959","mean: 0.044873, var: 0.000094","mean: 0.033228, var: 0.000118","mean: 0.050806, var: 0.000170","mean: 0.116919, var: 0.003762",2.2338179134181617,Moderate
ENSP00000446893,"mean: 0.168506, var: 0.001439","mean: 0.568896, var: 0.004314","mean: 0.486475, var: 0.003865","mean: 0.360010, var: 0.009340","mean: 0.140820, var: 0.000571","mean: 0.466016, var: 0.001266","mean: 0.038843, var: 0.000748","mean: 0.103333, var: 0.000584","mean: 0.164111, var: 0.002542","mean: 0.128125, var: 0.000862","mean: 0.123587, var: 0.005796",3.150122309572996,High
ENSP00000444859,"mean: 0.191724, var: 0.002281","mean: 0.495947, var: 0.002070","mean: 0.518848, var: 0.004427","mean: 0.563525, var: 0.001871","mean: 0.149036, var: 0.001155","mean: 0.402246, var: 0.000363","mean: 0.056256, var: 0.001785","mean: 0.091663, var: 0.000537","mean: 0.106006, var: 0.001914","mean: 0.143567, var: 0.000380","mean: 0.161646, var: 0.014799",3.1702105600976216,High
ENSP00000437258,"mean: 0.356836, var: 0.001355","mean: 0.456592, var: 0.001771","mean: 0.416650, var: 0.002877","mean: 0.164905, var: 0.003930","mean: 0.253442, var: 0.001764","mean: 0.276929, var: 0.006553","mean: 0.078491, var: 0.002484","mean: 0.267114, var: 0.002466","mean: 0.224316, var: 0.001096","mean: 0.284741, var: 0.002318","mean: 0.209656, var: 0.005196",3.663988372983775,High
ENSP00000428555,"mean: 0.183350, var: 0.001241","mean: 0.594336, var: 0.019131","mean: 0.530664, var: 0.012025","mean: 0.341357, var: 0.005804","mean: 0.068188, var: 0.000152","mean: 0.263147, var: 0.023673","mean: 0.080804, var: 0.002506","mean: 0.075592, var: 0.000559","mean: 0.094022, var: 0.001799","mean: 0.157043, var: 0.005628","mean: 0.040765, var: 0.003388",2.899789168062039,High
ENSP00000423846,"mean: 0.246875, var: 0.005012","mean: 0.688965, var: 0.002924","mean: 0.336646, var: 0.006202","mean: 0.080450, var: 0.002353","mean: 0.176001, var: 0.003530","mean: 0.193933, var: 0.008401","mean: 0.046636, var: 0.001450","mean: 0.150171, var: 0.002885","mean: 0.198755, var: 0.003578","mean: 0.400464, var: 0.010057","mean: 0.096851, var: 0.002658",3.136533289841986,High
ENSP00000406830,"mean: 0.231494, var: 0.005532","mean: 0.454688, var: 0.003471","mean: 0.526611, var: 0.005725","mean: 0.452197, var: 0.005313","mean: 0.164746, var: 0.002248","mean: 0.441162, var: 0.001025","mean: 0.053619, var: 0.001009","mean: 0.122034, var: 0.000561","mean: 0.100476, var: 0.000528","mean: 0.175903, var: 0.001259","mean: 0.096057, var: 0.003858",3.2269754023346287,High
ENSP00000317413,"mean: 0.144861, var: 0.000693","mean: 0.528320, var: 0.004426","mean: 0.506982, var: 0.007202","mean: 0.367871, var: 0.003695","mean: 0.064954, var: 0.000240","mean: 0.323779, var: 0.000906","mean: 0.081673, var: 0.007335","mean: 0.114087, var: 0.000594","mean: 0.151672, var: 0.001811","mean: 0.172241, var: 0.000522","mean: 0.404517, var: 0.019029",3.2793107606786633,High
ENSP00000496807,"mean: 0.320190, var: 0.005483","mean: 0.462451, var: 0.002414","mean: 0.358105, var: 0.001859","mean: 0.242566, var: 0.007097","mean: 0.308130, var: 0.003395","mean: 0.352319, var: 0.009647","mean: 0.016803, var: 0.000301","mean: 0.197021, var: 0.000460","mean: 0.291602, var: 0.008602","mean: 0.362500, var: 0.006058","mean: 0.079651, var: 0.003185",3.4803536126692967,High
ENSP00000473656,"mean: 0.347217, var: 0.010608","mean: 0.326221, var: 0.007710","mean: 0.148962, var: 0.001953","mean: 0.690625, var: 0.011669","mean: 0.256750, var: 0.026486","mean: 0.224133, var: 0.004739","mean: 0.014492, var: 0.000128","mean: 0.184277, var: 0.001117","mean: 0.058496, var: 0.000627","mean: 0.096149, var: 0.001045","mean: 0.022279, var: 0.000618",2.8052839728098897,High
ENSP00000415158,"mean: 0.778320, var: 0.002032","mean: 0.120398, var: 0.000926","mean: 0.125098, var: 0.001229","mean: 0.137488, var: 0.002460","mean: 0.422314, var: 0.002457","mean: 0.108533, var: 0.000880","mean: 0.029024, var: 0.001083","mean: 0.323657, var: 0.003061","mean: 0.458594, var: 0.013618","mean: 0.272192, var: 0.002538","mean: 0.118054, var: 0.001818",3.019617211254196,High
ENSP00000395964,"mean: 0.164551, var: 0.003207","mean: 0.562695, var: 0.004177","mean: 0.640625, var: 0.006191","mean: 0.622217, var: 0.017902","mean: 0.193896, var: 0.000367","mean: 0.297681, var: 0.004291","mean: 0.027120, var: 0.000591","mean: 0.146265, var: 0.002426","mean: 0.120905, var: 0.002898","mean: 0.111438, var: 0.002418","mean: 0.497941, var: 0.107822",3.105953382627101,High
ENSP00000363886,"mean: 0.291626, var: 0.001605","mean: 0.502588, var: 0.003388","mean: 0.537354, var: 0.007539","mean: 0.340686, var: 0.023914","mean: 0.103070, var: 0.001514","mean: 0.225269, var: 0.005283","mean: 0.019383, var: 0.000659","mean: 0.234839, var: 0.001026","mean: 0.452393, var: 0.024917","mean: 0.492236, var: 0.025087","mean: 0.137880, var: 0.019291",3.373311829042588,High
ENSP00000357917,"mean: 0.115186, var: 0.000459","mean: 0.609277, var: 0.005542","mean: 0.459375, var: 0.009531","mean: 0.063489, var: 0.002068","mean: 0.071930, var: 0.000229","mean: 0.232593, var: 0.011250","mean: 0.115620, var: 0.013561","mean: 0.126892, var: 0.001640","mean: 0.156677, var: 0.002665","mean: 0.107898, var: 0.001559","mean: 0.394043, var: 0.007463",3.0207801524029043,High
ENSP00000493433,"mean: 0.212354, var: 0.004760","mean: 0.473291, var: 0.003870","mean: 0.283569, var: 0.002606","mean: 0.255109, var: 0.027810","mean: 0.251660, var: 0.002133","mean: 0.430078, var: 0.004162","mean: 0.068054, var: 0.000440","mean: 0.063409, var: 0.000601","mean: 0.115417, var: 0.002342","mean: 0.117575, var: 0.007916","mean: 0.033131, var: 0.001579",3.0706369790899752,High
ENSP00000484031,"mean: 0.194751, var: 0.002680","mean: 0.489502, var: 0.006976","mean: 0.378638, var: 0.007381","mean: 0.526123, var: 0.009390","mean: 0.177319, var: 0.000670","mean: 0.390967, var: 0.006664","mean: 0.079877, var: 0.004279","mean: 0.182153, var: 0.000948","mean: 0.246631, var: 0.010906","mean: 0.176270, var: 0.004441","mean: 0.384131, var: 0.020543",3.5786040408519604,High
ENSP00000466596,"mean: 0.162170, var: 0.001074","mean: 0.466357, var: 0.008960","mean: 0.401367, var: 0.001138","mean: 0.224988, var: 0.008680","mean: 0.069781, var: 0.000509","mean: 0.490723, var: 0.003739","mean: 0.093640, var: 0.002793","mean: 0.210400, var: 0.006026","mean: 0.155664, var: 0.002368","mean: 0.242993, var: 0.006230","mean: 0.093265, var: 0.004471",3.292171448035754,High
ENSP00000464319,"mean: 0.111157, var: 0.000402","mean: 0.346973, var: 0.003843","mean: 0.595605, var: 0.002228","mean: 0.424072, var: 0.002535","mean: 0.034747, var: 0.000105","mean: 0.524902, var: 0.001338","mean: 0.104547, var: 0.004372","mean: 0.199829, var: 0.007701","mean: 0.121912, var: 0.000477","mean: 0.149841, var: 0.001533","mean: 0.133307, var: 0.022376",3.1064194215726255,High
ENSP00000454914,"mean: 0.143970, var: 0.000925","mean: 0.418896, var: 0.013457","mean: 0.278076, var: 0.004670","mean: 0.566504, var: 0.008866","mean: 0.121277, var: 0.001333","mean: 0.635205, var: 0.016384","mean: 0.114740, var: 0.002653","mean: 0.350146, var: 0.024684","mean: 0.141919, var: 0.006579","mean: 0.331763, var: 0.006303","mean: 0.215379, var: 0.028779",3.455165482125964,High
ENSP00000453285,"mean: 0.095837, var: 0.000432","mean: 0.338770, var: 0.003709","mean: 0.417627, var: 0.002314","mean: 0.223413, var: 0.013452","mean: 0.037964, var: 0.000107","mean: 0.617725, var: 0.005015","mean: 0.277026, var: 0.012557","mean: 0.094489, var: 0.000928","mean: 0.040891, var: 0.000347","mean: 0.072641, var: 0.001279","mean: 0.063274, var: 0.004229",2.7870719919175833,Moderate
ENSP00000432841,"mean: 0.389355, var: 0.003914","mean: 0.367920, var: 0.002190","mean: 0.413965, var: 0.003872","mean: 0.311548, var: 0.004940","mean: 0.185864, var: 0.000120","mean: 0.600098, var: 0.003686","mean: 0.122760, var: 0.006458","mean: 0.556885, var: 0.022281","mean: 0.280908, var: 0.008602","mean: 0.429150, var: 0.002364","mean: 0.399524, var: 0.049134",3.752548729532177,High
ENSP00000422500,"mean: 0.033368, var: 0.000083","mean: 0.315479, var: 0.001529","mean: 0.915625, var: 0.001710","mean: 0.160022, var: 0.004037","mean: 0.033276, var: 0.000293","mean: 0.152405, var: 0.002082","mean: 0.014521, var: 0.000194","mean: 0.055231, var: 0.000961","mean: 0.021913, var: 0.000112","mean: 0.017219, var: 0.000112","mean: 0.025286, var: 0.000951",1.7193659761391962,Low
ENSP00000416332,"mean: 0.204272, var: 0.000397","mean: 0.461133, var: 0.005712","mean: 0.446533, var: 0.003021","mean: 0.210938, var: 0.004959","mean: 0.076367, var: 0.000502","mean: 0.433301, var: 0.001517","mean: 0.099008, var: 0.003634","mean: 0.324365, var: 0.007010","mean: 0.187842, var: 0.003454","mean: 0.256787, var: 0.002973","mean: 0.151459, var: 0.010693",3.4717130968802303,High
ENSP00000387490,"mean: 0.067627, var: 0.000057","mean: 0.404834, var: 0.003257","mean: 0.621777, var: 0.002531","mean: 0.172400, var: 0.012492","mean: 0.053986, var: 0.000219","mean: 0.073761, var: 0.002277","mean: 0.003885, var: 0.000017","mean: 0.040988, var: 0.000032","mean: 0.053018, var: 0.000778","mean: 0.183936, var: 0.002925","mean: 0.014429, var: 0.000220",2.177460093313187,Moderate
ENSP00000495146,"mean: 0.216235, var: 0.001540","mean: 0.454150, var: 0.000581","mean: 0.321143, var: 0.002129","mean: 0.201733, var: 0.006378","mean: 0.181323, var: 0.000255","mean: 0.325488, var: 0.005802","mean: 0.170538, var: 0.007057","mean: 0.143738, var: 0.000760","mean: 0.080743, var: 0.000565","mean: 0.154785, var: 0.002534","mean: 0.059622, var: 0.003125",3.292825674876466,High
ENSP00000473892,"mean: 0.180029, var: 0.000950","mean: 0.458594, var: 0.004504","mean: 0.483447, var: 0.005404","mean: 0.333081, var: 0.006389","mean: 0.126648, var: 0.001485","mean: 0.451660, var: 0.002054","mean: 0.156506, var: 0.006246","mean: 0.211987, var: 0.001255","mean: 0.266479, var: 0.007580","mean: 0.289478, var: 0.003497","mean: 0.116064, var: 0.002818",3.584774890430542,High
ENSP00000471874,"mean: 0.173145, var: 0.002089","mean: 0.495312, var: 0.002669","mean: 0.554395, var: 0.007254","mean: 0.345386, var: 0.013993","mean: 0.122815, var: 0.001017","mean: 0.337109, var: 0.001123","mean: 0.031405, var: 0.000370","mean: 0.167456, var: 0.001565","mean: 0.147314, var: 0.000654","mean: 0.165479, var: 0.000437","mean: 0.112112, var: 0.007372",3.203013332624833,High
ENSP00000447669,"mean: 0.192285, var: 0.000430","mean: 0.509180, var: 0.002688","mean: 0.438623, var: 0.002597","mean: 0.429639, var: 0.001298","mean: 0.098627, var: 0.000822","mean: 0.349414, var: 0.000648","mean: 0.114661, var: 0.004873","mean: 0.264819, var: 0.005751","mean: 0.177051, var: 0.002323","mean: 0.271997, var: 0.001738","mean: 0.155103, var: 0.011646",3.5309338908489813,High
ENSP00000436328,"mean: 0.196899, var: 0.002158","mean: 0.219653, var: 0.001782","mean: 0.153650, var: 0.001097","mean: 0.798145, var: 0.001524","mean: 0.146021, var: 0.001150","mean: 0.247388, var: 0.003536","mean: 0.030363, var: 0.000233","mean: 0.360327, var: 0.007634","mean: 0.225684, var: 0.003342","mean: 0.303589, var: 0.005207","mean: 0.090027, var: 0.000889",3.1356709552587607,High
