ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000467331,"mean: 0.610400, var: 0.009224","mean: 0.211304, var: 0.001284","mean: 0.149670, var: 0.001280","mean: 0.245593, var: 0.009514","mean: 0.581885, var: 0.008153","mean: 0.340381, var: 0.002233","mean: 0.011986, var: 0.000121","mean: 0.255029, var: 0.005512","mean: 0.268018, var: 0.002234","mean: 0.144238, var: 0.002696","mean: 0.062894, var: 0.003208",3.148453563901865,High
ENSP00000450910,"mean: 0.157043, var: 0.001256","mean: 0.479004, var: 0.003529","mean: 0.481738, var: 0.003833","mean: 0.432129, var: 0.004509","mean: 0.118799, var: 0.000276","mean: 0.356055, var: 0.003024","mean: 0.176953, var: 0.015075","mean: 0.170801, var: 0.002525","mean: 0.130627, var: 0.003626","mean: 0.132837, var: 0.001086","mean: 0.196704, var: 0.007859",3.4406589685590676,High
ENSP00000401314,"mean: 0.422412, var: 0.021678","mean: 0.555664, var: 0.007092","mean: 0.451123, var: 0.003781","mean: 0.193506, var: 0.004733","mean: 0.297412, var: 0.006347","mean: 0.114673, var: 0.003067","mean: 0.004430, var: 0.000015","mean: 0.209302, var: 0.006474","mean: 0.531836, var: 0.030947","mean: 0.484570, var: 0.028952","mean: 0.015465, var: 0.000318",3.0791568957248363,High
ENSP00000508170,"mean: 0.322998, var: 0.002016","mean: 0.538574, var: 0.006645","mean: 0.544775, var: 0.004668","mean: 0.106232, var: 0.002113","mean: 0.144885, var: 0.002076","mean: 0.201892, var: 0.012671","mean: 0.012980, var: 0.000293","mean: 0.219495, var: 0.006316","mean: 0.412598, var: 0.010291","mean: 0.270068, var: 0.011988","mean: 0.038779, var: 0.001615",3.1043755897186336,High
ENSP00000480290,"mean: 0.136182, var: 0.002068","mean: 0.475244, var: 0.007137","mean: 0.586230, var: 0.002976","mean: 0.253296, var: 0.015368","mean: 0.095776, var: 0.001482","mean: 0.297656, var: 0.000302","mean: 0.082239, var: 0.001154","mean: 0.079572, var: 0.000216","mean: 0.162231, var: 0.004310","mean: 0.135669, var: 0.000283","mean: 0.056506, var: 0.002873",3.0065986225094314,High
ENSP00000469123,"mean: 0.194019, var: 0.000977","mean: 0.526953, var: 0.008660","mean: 0.382764, var: 0.002868","mean: 0.249292, var: 0.009543","mean: 0.197241, var: 0.001266","mean: 0.548047, var: 0.006421","mean: 0.020605, var: 0.000489","mean: 0.305078, var: 0.006457","mean: 0.300928, var: 0.007383","mean: 0.353491, var: 0.012585","mean: 0.274854, var: 0.022967",3.5455321891872837,High
ENSP00000465425,"mean: 0.144885, var: 0.001212","mean: 0.638086, var: 0.001837","mean: 0.503857, var: 0.007616","mean: 0.115726, var: 0.008050","mean: 0.140063, var: 0.000758","mean: 0.208887, var: 0.008909","mean: 0.076138, var: 0.001887","mean: 0.185999, var: 0.009168","mean: 0.063733, var: 0.000164","mean: 0.152356, var: 0.000739","mean: 0.052141, var: 0.003047",2.8890012414224717,High
ENSP00000464423,"mean: 0.254419, var: 0.003503","mean: 0.435840, var: 0.004086","mean: 0.405615, var: 0.003746","mean: 0.400098, var: 0.004397","mean: 0.165918, var: 0.000547","mean: 0.376953, var: 0.001999","mean: 0.078949, var: 0.002891","mean: 0.277002, var: 0.003088","mean: 0.209375, var: 0.002454","mean: 0.299243, var: 0.005352","mean: 0.128143, var: 0.002381",3.616262729534699,High
ENSP00000462642,"mean: 0.368701, var: 0.009224","mean: 0.652051, var: 0.003988","mean: 0.465625, var: 0.008760","mean: 0.090955, var: 0.001718","mean: 0.242065, var: 0.011730","mean: 0.292041, var: 0.014334","mean: 0.029813, var: 0.000605","mean: 0.177637, var: 0.003026","mean: 0.401123, var: 0.002136","mean: 0.358887, var: 0.007586","mean: 0.063647, var: 0.004158",3.2447121317411685,High
ENSP00000450763,"mean: 0.112524, var: 0.000440","mean: 0.585059, var: 0.011781","mean: 0.479492, var: 0.004786","mean: 0.522363, var: 0.003529","mean: 0.101001, var: 0.000184","mean: 0.196899, var: 0.001808","mean: 0.234302, var: 0.005437","mean: 0.128174, var: 0.003081","mean: 0.071423, var: 0.000565","mean: 0.127637, var: 0.000444","mean: 0.099088, var: 0.004214",3.0862576715042227,High
ENSP00000436412,"mean: 0.185559, var: 0.002982","mean: 0.492676, var: 0.001704","mean: 0.551172, var: 0.005324","mean: 0.334302, var: 0.017568","mean: 0.104834, var: 0.000787","mean: 0.413892, var: 0.019532","mean: 0.019422, var: 0.000272","mean: 0.059869, var: 0.000561","mean: 0.209290, var: 0.004953","mean: 0.342041, var: 0.013830","mean: 0.056856, var: 0.004191",3.059933776548502,High
ENSP00000428662,"mean: 0.183545, var: 0.001096","mean: 0.555176, var: 0.004968","mean: 0.545605, var: 0.001562","mean: 0.095853, var: 0.001834","mean: 0.139795, var: 0.000602","mean: 0.351318, var: 0.003899","mean: 0.049157, var: 0.002107","mean: 0.171619, var: 0.001239","mean: 0.124243, var: 0.000473","mean: 0.195789, var: 0.001889","mean: 0.247656, var: 0.003609",3.2103708771728736,High
ENSP00000424863,"mean: 0.266040, var: 0.002692","mean: 0.518213, var: 0.004115","mean: 0.432471, var: 0.005058","mean: 0.188306, var: 0.002345","mean: 0.155835, var: 0.002436","mean: 0.442383, var: 0.011448","mean: 0.071588, var: 0.001376","mean: 0.161816, var: 0.001798","mean: 0.146594, var: 0.000507","mean: 0.279834, var: 0.000447","mean: 0.093625, var: 0.006362",3.363424271141934,High
ENSP00000495572,"mean: 0.219824, var: 0.000502","mean: 0.671094, var: 0.003768","mean: 0.346704, var: 0.006748","mean: 0.265356, var: 0.006236","mean: 0.146130, var: 0.000344","mean: 0.497363, var: 0.008979","mean: 0.047363, var: 0.001566","mean: 0.247705, var: 0.006487","mean: 0.163647, var: 0.000743","mean: 0.296094, var: 0.006668","mean: 0.283667, var: 0.019198",3.4525198403003823,High
ENSP00000487134,"mean: 0.264526, var: 0.001090","mean: 0.416699, var: 0.003949","mean: 0.370801, var: 0.003031","mean: 0.477100, var: 0.000977","mean: 0.103943, var: 0.000579","mean: 0.432861, var: 0.001322","mean: 0.115674, var: 0.003101","mean: 0.310303, var: 0.007613","mean: 0.214819, var: 0.004625","mean: 0.372070, var: 0.001800","mean: 0.092010, var: 0.004787",3.5656370875485064,High
ENSP00000468878,"mean: 0.152246, var: 0.001004","mean: 0.534521, var: 0.004823","mean: 0.522070, var: 0.008710","mean: 0.681348, var: 0.001775","mean: 0.107458, var: 0.000276","mean: 0.438525, var: 0.007025","mean: 0.081714, var: 0.003908","mean: 0.096985, var: 0.000229","mean: 0.086462, var: 0.000157","mean: 0.152881, var: 0.001073","mean: 0.233795, var: 0.015966",3.0928250516945597,High
ENSP00000466687,"mean: 0.132849, var: 0.001073","mean: 0.338818, var: 0.018918","mean: 0.295288, var: 0.008355","mean: 0.719043, var: 0.006890","mean: 0.076581, var: 0.000575","mean: 0.458228, var: 0.030267","mean: 0.196924, var: 0.011139","mean: 0.166577, var: 0.009684","mean: 0.028794, var: 0.000223","mean: 0.190442, var: 0.007859","mean: 0.116035, var: 0.005791",3.073032907165774,High
ENSP00000465750,"mean: 0.154272, var: 0.002696","mean: 0.372656, var: 0.004160","mean: 0.567529, var: 0.002757","mean: 0.157703, var: 0.004294","mean: 0.114221, var: 0.002164","mean: 0.327930, var: 0.008229","mean: 0.027889, var: 0.001104","mean: 0.168921, var: 0.004841","mean: 0.054091, var: 0.000777","mean: 0.121124, var: 0.003778","mean: 0.102962, var: 0.008686",2.930173646824034,High
ENSP00000464986,"mean: 0.142139, var: 0.000692","mean: 0.457031, var: 0.003979","mean: 0.532227, var: 0.006757","mean: 0.577783, var: 0.003654","mean: 0.082349, var: 0.000212","mean: 0.385400, var: 0.007208","mean: 0.236255, var: 0.005160","mean: 0.112195, var: 0.001122","mean: 0.110419, var: 0.001263","mean: 0.190820, var: 0.003076","mean: 0.052979, var: 0.002276",3.162188724774757,High
ENSP00000461448,"mean: 0.196313, var: 0.000641","mean: 0.414600, var: 0.004081","mean: 0.379492, var: 0.002322","mean: 0.254883, var: 0.007538","mean: 0.109937, var: 0.001368","mean: 0.481592, var: 0.008819","mean: 0.113440, var: 0.007529","mean: 0.071085, var: 0.001315","mean: 0.062534, var: 0.000918","mean: 0.132788, var: 0.001708","mean: 0.109239, var: 0.013901",3.1135147201693583,High
ENSP00000421392,"mean: 0.107678, var: 0.000328","mean: 0.440576, var: 0.002131","mean: 0.570996, var: 0.003050","mean: 0.362427, var: 0.013183","mean: 0.078186, var: 0.000288","mean: 0.293726, var: 0.007009","mean: 0.152576, var: 0.003705","mean: 0.222229, var: 0.006493","mean: 0.160620, var: 0.001246","mean: 0.231177, var: 0.005827","mean: 0.062894, var: 0.005915",3.2754120581303745,High
ENSP00000417312,"mean: 0.156104, var: 0.000188","mean: 0.620020, var: 0.004369","mean: 0.540723, var: 0.001493","mean: 0.284937, var: 0.009807","mean: 0.140503, var: 0.000672","mean: 0.425439, var: 0.002883","mean: 0.046149, var: 0.000773","mean: 0.102634, var: 0.002202","mean: 0.126892, var: 0.001387","mean: 0.134381, var: 0.002294","mean: 0.202380, var: 0.017200",3.1464238292737736,High
ENSP00000506933,"mean: 0.136279, var: 0.000671","mean: 0.510645, var: 0.004170","mean: 0.581494, var: 0.004879","mean: 0.394482, var: 0.011460","mean: 0.069452, var: 0.000240","mean: 0.253003, var: 0.002118","mean: 0.055853, var: 0.001111","mean: 0.137341, var: 0.001175","mean: 0.208643, var: 0.002598","mean: 0.161682, var: 0.000727","mean: 0.093796, var: 0.006283",3.1073134947035057,High
ENSP00000506074,"mean: 0.165112, var: 0.000445","mean: 0.470459, var: 0.003595","mean: 0.533496, var: 0.000681","mean: 0.262378, var: 0.008414","mean: 0.089545, var: 0.000585","mean: 0.554150, var: 0.007661","mean: 0.072360, var: 0.003604","mean: 0.177747, var: 0.004367","mean: 0.277490, var: 0.003899","mean: 0.231006, var: 0.002187","mean: 0.323303, var: 0.021521",3.4379422399928803,High
ENSP00000501404,"mean: 0.221582, var: 0.001657","mean: 0.327002, var: 0.004184","mean: 0.318115, var: 0.001656","mean: 0.760547, var: 0.000943","mean: 0.110974, var: 0.000370","mean: 0.380029, var: 0.001447","mean: 0.087805, var: 0.002486","mean: 0.235352, var: 0.006302","mean: 0.145459, var: 0.001703","mean: 0.241357, var: 0.000626","mean: 0.039198, var: 0.000997",3.1881635717624937,High
ENSP00000484006,"mean: 0.274072, var: 0.003227","mean: 0.162158, var: 0.000630","mean: 0.115723, var: 0.000373","mean: 0.887109, var: 0.000506","mean: 0.339258, var: 0.002838","mean: 0.125293, var: 0.001679","mean: 0.030449, var: 0.000202","mean: 0.246851, var: 0.002017","mean: 0.203662, var: 0.003101","mean: 0.288330, var: 0.000909","mean: 0.021407, var: 0.000281",2.8491647484025946,High
ENSP00000444771,"mean: 0.117041, var: 0.000472","mean: 0.354980, var: 0.007409","mean: 0.363867, var: 0.004805","mean: 0.675391, var: 0.005862","mean: 0.078625, var: 0.000896","mean: 0.437842, var: 0.011225","mean: 0.129333, var: 0.005678","mean: 0.161877, var: 0.008340","mean: 0.054395, var: 0.000289","mean: 0.177515, var: 0.002469","mean: 0.129521, var: 0.006281",3.102484106689632,High
ENSP00000405084,"mean: 0.308789, var: 0.000988","mean: 0.416162, var: 0.003518","mean: 0.371191, var: 0.001683","mean: 0.332520, var: 0.004293","mean: 0.114526, var: 0.000703","mean: 0.449609, var: 0.001729","mean: 0.093243, var: 0.002721","mean: 0.414160, var: 0.004875","mean: 0.297681, var: 0.007724","mean: 0.363916, var: 0.003088","mean: 0.229932, var: 0.010567",3.7221337514730553,High
ENSP00000475845,"mean: 0.628711, var: 0.002603","mean: 0.494434, var: 0.008151","mean: 0.388086, var: 0.003368","mean: 0.031808, var: 0.001176","mean: 0.701660, var: 0.007456","mean: 0.227515, var: 0.003438","mean: 0.067706, var: 0.001316","mean: 0.207434, var: 0.007882","mean: 0.187524, var: 0.001598","mean: 0.125739, var: 0.004197","mean: 0.212039, var: 0.049784",3.1145486952485095,High
ENSP00000469232,"mean: 0.137195, var: 0.000884","mean: 0.543701, var: 0.002666","mean: 0.594434, var: 0.001267","mean: 0.629687, var: 0.005149","mean: 0.106995, var: 0.000331","mean: 0.520605, var: 0.005970","mean: 0.041371, var: 0.001238","mean: 0.112244, var: 0.000641","mean: 0.115002, var: 0.001214","mean: 0.164661, var: 0.002790","mean: 0.333765, var: 0.036022",3.07249018132055,High
ENSP00000431039,"mean: 0.247729, var: 0.002122","mean: 0.480664, var: 0.004918","mean: 0.284448, var: 0.002041","mean: 0.475781, var: 0.009072","mean: 0.113135, var: 0.001318","mean: 0.383301, var: 0.002264","mean: 0.096790, var: 0.001255","mean: 0.190283, var: 0.004834","mean: 0.197656, var: 0.002779","mean: 0.307349, var: 0.003560","mean: 0.080768, var: 0.005289",3.4509570618674785,High
ENSP00000430859,"mean: 0.203735, var: 0.000645","mean: 0.453955, var: 0.008072","mean: 0.500049, var: 0.002578","mean: 0.205695, var: 0.007775","mean: 0.101453, var: 0.001153","mean: 0.403320, var: 0.010306","mean: 0.017272, var: 0.000315","mean: 0.234082, var: 0.002370","mean: 0.236353, var: 0.000823","mean: 0.217139, var: 0.004469","mean: 0.117471, var: 0.005771",3.2869657504254595,High
ENSP00000429288,"mean: 0.264746, var: 0.003250","mean: 0.640625, var: 0.006631","mean: 0.447656, var: 0.009156","mean: 0.065033, var: 0.001185","mean: 0.291577, var: 0.001364","mean: 0.192700, var: 0.012382","mean: 0.050735, var: 0.001503","mean: 0.210938, var: 0.010407","mean: 0.118530, var: 0.001440","mean: 0.137952, var: 0.004614","mean: 0.065377, var: 0.006862",3.035167484809356,High
ENSP00000427003,"mean: 0.179492, var: 0.000706","mean: 0.503906, var: 0.004575","mean: 0.388525, var: 0.005018","mean: 0.391748, var: 0.005183","mean: 0.089478, var: 0.000086","mean: 0.455469, var: 0.000469","mean: 0.143164, var: 0.008433","mean: 0.164771, var: 0.003144","mean: 0.188721, var: 0.003878","mean: 0.193286, var: 0.003859","mean: 0.389990, var: 0.004184",3.5372538376134157,High
ENSP00000506015,"mean: 0.158533, var: 0.001167","mean: 0.526123, var: 0.006865","mean: 0.586816, var: 0.003222","mean: 0.305469, var: 0.004778","mean: 0.123254, var: 0.001415","mean: 0.311035, var: 0.000178","mean: 0.041219, var: 0.001250","mean: 0.116711, var: 0.001094","mean: 0.065662, var: 0.000754","mean: 0.085681, var: 0.000315","mean: 0.201392, var: 0.009571",3.0204184643083165,High
ENSP00000494757,"mean: 0.183472, var: 0.001224","mean: 0.517480, var: 0.002394","mean: 0.630957, var: 0.000590","mean: 0.169263, var: 0.010712","mean: 0.186890, var: 0.001413","mean: 0.304883, var: 0.003350","mean: 0.028785, var: 0.000471","mean: 0.188635, var: 0.002308","mean: 0.221606, var: 0.001705","mean: 0.109821, var: 0.001124","mean: 0.168134, var: 0.014357",3.211906292448735,High
ENSP00000467983,"mean: 0.171948, var: 0.000390","mean: 0.326709, var: 0.003214","mean: 0.429883, var: 0.007919","mean: 0.508398, var: 0.007488","mean: 0.069012, var: 0.000701","mean: 0.442578, var: 0.000938","mean: 0.087897, var: 0.002725","mean: 0.411426, var: 0.010785","mean: 0.225732, var: 0.009601","mean: 0.276172, var: 0.001817","mean: 0.276514, var: 0.016659",3.5462513076443942,High
ENSP00000456776,"mean: 0.158374, var: 0.000602","mean: 0.509033, var: 0.003903","mean: 0.423779, var: 0.004195","mean: 0.566211, var: 0.006241","mean: 0.092175, var: 0.001331","mean: 0.439551, var: 0.004718","mean: 0.158508, var: 0.007884","mean: 0.156726, var: 0.001885","mean: 0.182202, var: 0.003878","mean: 0.242090, var: 0.000492","mean: 0.095551, var: 0.003579",3.3629173533981604,High
ENSP00000454184,"mean: 0.154541, var: 0.000504","mean: 0.547412, var: 0.004733","mean: 0.472803, var: 0.004117","mean: 0.239063, var: 0.006635","mean: 0.189478, var: 0.002258","mean: 0.303003, var: 0.005908","mean: 0.018919, var: 0.000143","mean: 0.133984, var: 0.001131","mean: 0.134021, var: 0.001034","mean: 0.091364, var: 0.000515","mean: 0.100656, var: 0.008122",3.0551347095548214,High
ENSP00000417789,"mean: 0.177637, var: 0.002794","mean: 0.396436, var: 0.015025","mean: 0.329126, var: 0.019548","mean: 0.701465, var: 0.014769","mean: 0.087183, var: 0.001211","mean: 0.374097, var: 0.018443","mean: 0.372107, var: 0.035957","mean: 0.039468, var: 0.000255","mean: 0.015393, var: 0.000033","mean: 0.057925, var: 0.000695","mean: 0.161700, var: 0.005996",2.88808097736468,High
ENSP00000387792,"mean: 0.080420, var: 0.000360","mean: 0.410645, var: 0.009894","mean: 0.758594, var: 0.007853","mean: 0.478369, var: 0.005753","mean: 0.040924, var: 0.000399","mean: 0.171753, var: 0.000643","mean: 0.050555, var: 0.002178","mean: 0.228687, var: 0.003579","mean: 0.146558, var: 0.002609","mean: 0.075549, var: 0.000136","mean: 0.328644, var: 0.025077",2.894468479990899,High
ENSP00000468211,"mean: 0.150195, var: 0.000881","mean: 0.459570, var: 0.005593","mean: 0.519922, var: 0.007222","mean: 0.625000, var: 0.005366","mean: 0.083759, var: 0.000335","mean: 0.413184, var: 0.010454","mean: 0.097247, var: 0.001939","mean: 0.154224, var: 0.003179","mean: 0.089185, var: 0.000810","mean: 0.193750, var: 0.003387","mean: 0.032832, var: 0.000627",3.009409322763447,High
ENSP00000460358,"mean: 0.187891, var: 0.003634","mean: 0.501465, var: 0.007055","mean: 0.331836, var: 0.009335","mean: 0.610449, var: 0.000597","mean: 0.121887, var: 0.000875","mean: 0.436426, var: 0.006511","mean: 0.395801, var: 0.009097","mean: 0.135065, var: 0.001999","mean: 0.133459, var: 0.002517","mean: 0.178687, var: 0.001790","mean: 0.281274, var: 0.002746",3.5165120487990893,High
ENSP00000454718,"mean: 0.190601, var: 0.002094","mean: 0.498047, var: 0.006841","mean: 0.502002, var: 0.005629","mean: 0.508008, var: 0.016515","mean: 0.107440, var: 0.002227","mean: 0.440771, var: 0.010432","mean: 0.111511, var: 0.005951","mean: 0.190796, var: 0.002652","mean: 0.216370, var: 0.005515","mean: 0.286914, var: 0.006511","mean: 0.024418, var: 0.000466",3.294657640904521,High
ENSP00000434812,"mean: 0.113452, var: 0.000845","mean: 0.489746, var: 0.014082","mean: 0.391553, var: 0.013602","mean: 0.583008, var: 0.008993","mean: 0.101636, var: 0.000982","mean: 0.357812, var: 0.009322","mean: 0.348938, var: 0.033160","mean: 0.073157, var: 0.000322","mean: 0.034113, var: 0.000217","mean: 0.114331, var: 0.001672","mean: 0.222913, var: 0.023596",3.1348084734057027,High
ENSP00000433003,"mean: 0.200562, var: 0.001448","mean: 0.414355, var: 0.005720","mean: 0.574072, var: 0.006293","mean: 0.321521, var: 0.018364","mean: 0.084424, var: 0.000902","mean: 0.357422, var: 0.002725","mean: 0.046577, var: 0.000876","mean: 0.187207, var: 0.000758","mean: 0.211597, var: 0.005665","mean: 0.267065, var: 0.002031","mean: 0.022835, var: 0.000814",3.171177999367929,High
ENSP00000402829,"mean: 0.247192, var: 0.002068","mean: 0.499170, var: 0.003091","mean: 0.457227, var: 0.003849","mean: 0.320142, var: 0.004660","mean: 0.163867, var: 0.000836","mean: 0.420068, var: 0.002157","mean: 0.165027, var: 0.005568","mean: 0.230005, var: 0.003363","mean: 0.176611, var: 0.002038","mean: 0.203979, var: 0.000591","mean: 0.117792, var: 0.004958",3.5932498119027008,High
ENSP00000397870,"mean: 0.195654, var: 0.001140","mean: 0.212866, var: 0.000494","mean: 0.134924, var: 0.001004","mean: 0.775781, var: 0.000933","mean: 0.210107, var: 0.001191","mean: 0.213574, var: 0.004853","mean: 0.014925, var: 0.000113","mean: 0.304053, var: 0.005012","mean: 0.208228, var: 0.002575","mean: 0.251489, var: 0.003006","mean: 0.039633, var: 0.000380",2.9998029096206533,High
ENSP00000384148,"mean: 0.548682, var: 0.004159","mean: 0.270215, var: 0.001898","mean: 0.180127, var: 0.000501","mean: 0.475781, var: 0.008562","mean: 0.261304, var: 0.002734","mean: 0.386035, var: 0.005075","mean: 0.295459, var: 0.015818","mean: 0.496240, var: 0.016803","mean: 0.288550, var: 0.004072","mean: 0.264746, var: 0.003054","mean: 0.163483, var: 0.017528",3.777713039228318,High
ENSP00000376243,"mean: 0.396631, var: 0.002088","mean: 0.257861, var: 0.001992","mean: 0.223389, var: 0.002029","mean: 0.490137, var: 0.003370","mean: 0.273218, var: 0.000685","mean: 0.273975, var: 0.002349","mean: 0.166699, var: 0.003653","mean: 0.619678, var: 0.010348","mean: 0.315332, var: 0.011064","mean: 0.360205, var: 0.017682","mean: 0.245679, var: 0.002799",3.7816173647658986,High
ENSP00000471943,"mean: 0.185205, var: 0.001038","mean: 0.392725, var: 0.004663","mean: 0.448633, var: 0.002391","mean: 0.572314, var: 0.005519","mean: 0.077240, var: 0.000366","mean: 0.437842, var: 0.005611","mean: 0.200281, var: 0.011782","mean: 0.094153, var: 0.001675","mean: 0.063281, var: 0.000370","mean: 0.122607, var: 0.002461","mean: 0.106116, var: 0.008061",3.1323303806013363,High
ENSP00000425172,"mean: 0.178442, var: 0.000166","mean: 0.362354, var: 0.003484","mean: 0.494531, var: 0.008446","mean: 0.404297, var: 0.002376","mean: 0.077258, var: 0.000750","mean: 0.230640, var: 0.001070","mean: 0.067462, var: 0.001540","mean: 0.251428, var: 0.008339","mean: 0.222681, var: 0.008504","mean: 0.184888, var: 0.000884","mean: 0.233606, var: 0.010621",3.4411537747648895,High
ENSP00000422786,"mean: 0.162158, var: 0.001280","mean: 0.518799, var: 0.004120","mean: 0.534424, var: 0.005896","mean: 0.503467, var: 0.009220","mean: 0.105041, var: 0.001290","mean: 0.350342, var: 0.002763","mean: 0.123486, var: 0.007412","mean: 0.151624, var: 0.000943","mean: 0.163354, var: 0.002067","mean: 0.315967, var: 0.006087","mean: 0.049409, var: 0.002271",3.2728656238649414,High
ENSP00000388563,"mean: 0.744238, var: 0.001068","mean: 0.164026, var: 0.000741","mean: 0.138416, var: 0.000098","mean: 0.040490, var: 0.001137","mean: 0.148315, var: 0.001771","mean: 0.908887, var: 0.002043","mean: 0.116406, var: 0.002366","mean: 0.382031, var: 0.010308","mean: 0.171179, var: 0.001195","mean: 0.160864, var: 0.007831","mean: 0.395361, var: 0.014292",2.870699623535819,High
ENSP00000361981,"mean: 0.156519, var: 0.001091","mean: 0.629590, var: 0.001519","mean: 0.549268, var: 0.004307","mean: 0.084161, var: 0.000550","mean: 0.145276, var: 0.000527","mean: 0.276440, var: 0.003433","mean: 0.059958, var: 0.003264","mean: 0.142169, var: 0.001818","mean: 0.231055, var: 0.000880","mean: 0.323901, var: 0.003768","mean: 0.182639, var: 0.019086",3.2149264455057622,High
ENSP00000315936,"mean: 0.715918, var: 0.005847","mean: 0.182056, var: 0.000522","mean: 0.129077, var: 0.000535","mean: 0.442383, var: 0.013175","mean: 0.680859, var: 0.007420","mean: 0.134607, var: 0.001809","mean: 0.007207, var: 0.000022","mean: 0.219971, var: 0.002377","mean: 0.420850, var: 0.006469","mean: 0.202979, var: 0.000956","mean: 0.060495, var: 0.001003",2.932361080124353,High
ENSP00000499362,"mean: 0.189185, var: 0.000883","mean: 0.510400, var: 0.006315","mean: 0.394580, var: 0.005283","mean: 0.692090, var: 0.002639","mean: 0.109210, var: 0.001091","mean: 0.406982, var: 0.002923","mean: 0.312280, var: 0.006441","mean: 0.138879, var: 0.001296","mean: 0.160815, var: 0.002862","mean: 0.241162, var: 0.000858","mean: 0.075992, var: 0.003281",3.3579871615804158,High
ENSP00000497470,"mean: 0.592041, var: 0.013617","mean: 0.171387, var: 0.000263","mean: 0.169946, var: 0.002075","mean: 0.350928, var: 0.003395","mean: 0.336865, var: 0.006204","mean: 0.245605, var: 0.008295","mean: 0.008238, var: 0.000123","mean: 0.452637, var: 0.017674","mean: 0.379053, var: 0.003781","mean: 0.508154, var: 0.011310","mean: 0.075793, var: 0.001723",3.298245325438795,High
ENSP00000461183,"mean: 0.235791, var: 0.001653","mean: 0.457959, var: 0.003784","mean: 0.401318, var: 0.004005","mean: 0.293652, var: 0.007934","mean: 0.137219, var: 0.000579","mean: 0.440283, var: 0.002351","mean: 0.075809, var: 0.002931","mean: 0.364160, var: 0.005484","mean: 0.272168, var: 0.003381","mean: 0.258569, var: 0.004815","mean: 0.240747, var: 0.003245",3.6684419266156656,High
ENSP00000449615,"mean: 0.167432, var: 0.000877","mean: 0.505664, var: 0.004063","mean: 0.621875, var: 0.002371","mean: 0.375195, var: 0.007902","mean: 0.146265, var: 0.000929","mean: 0.406836, var: 0.000433","mean: 0.046387, var: 0.001171","mean: 0.164404, var: 0.002723","mean: 0.121777, var: 0.001648","mean: 0.189575, var: 0.001168","mean: 0.053864, var: 0.002196",3.1225791430167225,High
ENSP00000436906,"mean: 0.184509, var: 0.002136","mean: 0.582422, var: 0.005234","mean: 0.449756, var: 0.003997","mean: 0.080678, var: 0.001362","mean: 0.273071, var: 0.001529","mean: 0.458447, var: 0.014764","mean: 0.066452, var: 0.002120","mean: 0.057846, var: 0.000407","mean: 0.066791, var: 0.001744","mean: 0.046004, var: 0.001127","mean: 0.154775, var: 0.005747",2.857333847166966,High
ENSP00000431052,"mean: 0.163489, var: 0.001265","mean: 0.446094, var: 0.008640","mean: 0.547168, var: 0.002745","mean: 0.304907, var: 0.010234","mean: 0.033463, var: 0.000410","mean: 0.494092, var: 0.010729","mean: 0.030176, var: 0.000766","mean: 0.338281, var: 0.023059","mean: 0.195190, var: 0.017661","mean: 0.313184, var: 0.003974","mean: 0.079288, var: 0.005297",3.1660642735456825,High
ENSP00000354879,"mean: 0.149170, var: 0.000696","mean: 0.496729, var: 0.006034","mean: 0.458691, var: 0.004069","mean: 0.571973, var: 0.002689","mean: 0.135229, var: 0.000368","mean: 0.417139, var: 0.001909","mean: 0.047470, var: 0.000960","mean: 0.173779, var: 0.000901","mean: 0.178296, var: 0.002237","mean: 0.239453, var: 0.001427","mean: 0.201489, var: 0.006070",3.3649881777817545,High
ENSP00000494699,"mean: 0.136340, var: 0.000351","mean: 0.523730, var: 0.003816","mean: 0.466406, var: 0.005179","mean: 0.500146, var: 0.007727","mean: 0.090381, var: 0.000092","mean: 0.354590, var: 0.001830","mean: 0.069592, var: 0.002470","mean: 0.192310, var: 0.002675","mean: 0.223438, var: 0.004026","mean: 0.175049, var: 0.001705","mean: 0.301978, var: 0.008888",3.40156676548309,High
ENSP00000468538,"mean: 0.354443, var: 0.004605","mean: 0.461426, var: 0.004710","mean: 0.366162, var: 0.004330","mean: 0.195752, var: 0.015341","mean: 0.215967, var: 0.001584","mean: 0.233765, var: 0.009707","mean: 0.014496, var: 0.000419","mean: 0.311670, var: 0.008977","mean: 0.335669, var: 0.010465","mean: 0.283496, var: 0.010630","mean: 0.083844, var: 0.006996",3.4387469971277285,High
ENSP00000462954,"mean: 0.407471, var: 0.005726","mean: 0.488232, var: 0.002461","mean: 0.302368, var: 0.002244","mean: 0.204797, var: 0.003968","mean: 0.243823, var: 0.006267","mean: 0.432715, var: 0.006340","mean: 0.102100, var: 0.002203","mean: 0.181592, var: 0.004096","mean: 0.284375, var: 0.001834","mean: 0.355103, var: 0.008695","mean: 0.272998, var: 0.012474",3.731314173083786,High
