Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid
,"(0.52441406, 0.51220703, 0.50048828, 0.54296875, 0.46459961) mean: 0.50893555, var: 0.00068912",,,,,,,,,
,,,,,,,,"(0.60888672, 0.60839844, 0.67919922, 0.64355469, 0.60351562) mean: 0.62871094, var: 0.00084196",,
,"(0.47436523, 0.51660156, 0.47924805, 0.46923828, 0.54980469) mean: 0.49785156, var: 0.00095342",,,,,,,,,
,"(0.46264648, 0.48632812, 0.51611328, 0.52685547, 0.51416016) mean: 0.50122070, var: 0.00055122",,,,,,,"(0.49853516, 0.49926758, 0.53417969, 0.59521484, 0.61962891) mean: 0.54936524, var: 0.00247265",,
,"(0.53906250, 0.54003906, 0.52978516, 0.55273438, 0.57519531) mean: 0.54736328, var: 0.00024700",,,,,,,"(0.52929688, 0.61718750, 0.55224609, 0.64892578, 0.68554688) mean: 0.60664063, var: 0.00341326",,
,"(0.54101562, 0.58105469, 0.52929688, 0.57568359, 0.58105469) mean: 0.56162109, var: 0.00048450",,,,,,,,,
,,,"(0.78955078, 0.75878906, 0.77539062, 0.67871094, 0.79199219) mean: 0.75888672, var: 0.00174736",,,,,,,
,,,,,,"(0.91406250, 0.87451172, 0.89013672, 0.90673828, 0.85156250) mean: 0.88740234, var: 0.00050856",,,,
,,,,,,"(0.70214844, 0.69189453, 0.65136719, 0.73291016, 0.71875000) mean: 0.69941406, var: 0.00077368","(0.71337891, 0.78710938, 0.63916016, 0.73779297, 0.72021484) mean: 0.71953125, var: 0.00227962",,,
,"(0.64062500, 0.67285156, 0.72167969, 0.77050781, 0.74609375) mean: 0.71035156, var: 0.00225853",,,,,,,,,
,"(0.57617188, 0.53173828, 0.52294922, 0.48339844, 0.56835938) mean: 0.53652344, var: 0.00112299",,,,,,,"(0.65332031, 0.71386719, 0.69482422, 0.63671875, 0.61376953) mean: 0.66250000, var: 0.00136141",,
,"(0.49218750, 0.51562500, 0.54785156, 0.57226562, 0.47607422) mean: 0.52080078, var: 0.00124527",,,,,,,,,
,"(0.58496094, 0.61425781, 0.61962891, 0.62255859, 0.61572266) mean: 0.61142578, var: 0.00018362",,,,,,,"(0.59082031, 0.55859375, 0.54248047, 0.59570312, 0.59277344) mean: 0.57607422, var: 0.00046314",,
,"(0.54589844, 0.54492188, 0.52148438, 0.51660156, 0.57861328) mean: 0.54150391, var: 0.00048580",,,,,,,"(0.64355469, 0.60058594, 0.57177734, 0.63281250, 0.64013672) mean: 0.61777344, var: 0.00076040",,
,,,,,,,,"(0.50195312, 0.53759766, 0.52246094, 0.61669922, 0.51367188) mean: 0.53847656, var: 0.00166506",,
,,,,,,,"(0.62060547, 0.66015625, 0.69775391, 0.71875000, 0.60253906) mean: 0.65996094, var: 0.00194613",,,
,,,,,,,"(0.90820312, 0.83349609, 0.90722656, 0.90869141, 0.86767578) mean: 0.88505859, var: 0.00090929",,,
,"(0.57177734, 0.58789062, 0.58349609, 0.57519531, 0.62255859) mean: 0.58818359, var: 0.00032831",,,,,,,,,
,"(0.60644531, 0.69433594, 0.54931641, 0.60058594, 0.58740234) mean: 0.60761719, var: 0.00227571",,,,,,,"(0.65380859, 0.66552734, 0.66650391, 0.75341797, 0.65966797) mean: 0.67978516, var: 0.00137619",,
,"(0.52490234, 0.49584961, 0.51611328, 0.54980469, 0.50000000) mean: 0.51733398, var: 0.00037503",,,,,,,,,
,,,,,,"(0.52392578, 0.59130859, 0.51171875, 0.52880859, 0.55322266) mean: 0.54179687, var: 0.00079494","(0.95947266, 0.95410156, 0.95312500, 0.96337891, 0.95410156) mean: 0.95683594, var: 0.00001570",,,
,,,,,,,"(0.95166016, 0.95117188, 0.96289062, 0.96142578, 0.93994141) mean: 0.95341797, var: 0.00006872",,,
,"(0.44555664, 0.52929688, 0.45629883, 0.46630859, 0.46435547) mean: 0.47236328, var: 0.00086378",,,,"(0.56103516, 0.72216797, 0.47314453, 0.61865234, 0.75048828) mean: 0.62509766, var: 0.01047615",,,,,
,"(0.62109375, 0.60156250, 0.57031250, 0.58447266, 0.55908203) mean: 0.58730469, var: 0.00048765",,,,,,,,,
,"(0.52294922, 0.57226562, 0.59912109, 0.59130859, 0.55859375) mean: 0.56884765, var: 0.00072889",,,,,,,"(0.51416016, 0.48754883, 0.46313477, 0.67431641, 0.69433594) mean: 0.56669922, var: 0.00952466",,
,,,,,,,,"(0.65820312, 0.60546875, 0.56396484, 0.63476562, 0.55664062) mean: 0.60380859, var: 0.00154644",,
,,,,,"(0.55126953, 0.62988281, 0.59375000, 0.56201172, 0.70166016) mean: 0.60771484, var: 0.00295740","(0.70556641, 0.66552734, 0.68115234, 0.73193359, 0.66113281) mean: 0.68906250, var: 0.00070137",,,,
,"(0.72802734, 0.85595703, 0.70214844, 0.83642578, 0.61181641) mean: 0.74687500, var: 0.00810295",,,,,,,,,
,"(0.68798828, 0.71044922, 0.73291016, 0.62011719, 0.72363281) mean: 0.69501953, var: 0.00163046",,,,,,,,,
"(0.53613281, 0.55322266, 0.63916016, 0.79394531, 0.54882812) mean: 0.61425781, var: 0.00940351","(0.61376953, 0.62548828, 0.64062500, 0.56250000, 0.66650391) mean: 0.62177734, var: 0.00118948",,,,,"(0.46557617, 0.50244141, 0.42553711, 0.58300781, 0.40185547) mean: 0.47568359, var: 0.00406038",,,,
,,,"(0.69873047, 0.70019531, 0.70214844, 0.68212891, 0.62451172) mean: 0.68154297, var: 0.00086416",,,,,,,
,,,,,,,,,,
,"(0.58349609, 0.65380859, 0.59033203, 0.65087891, 0.64306641) mean: 0.62431641, var: 0.00094963",,,,,,,,,
,"(0.67626953, 0.76953125, 0.67480469, 0.73291016, 0.61669922) mean: 0.69404297, var: 0.00277544",,,,,,,,,
,"(0.48608398, 0.60839844, 0.60449219, 0.59228516, 0.62792969) mean: 0.58383789, var: 0.00252022",,,,,,,,,
,,,,,,,,"(0.84033203, 0.68750000, 0.79003906, 0.65820312, 0.76367188) mean: 0.74794922, var: 0.00445236",,
,"(0.57275391, 0.81689453, 0.66650391, 0.67382812, 0.81054688) mean: 0.70810547, var: 0.00871099",,,,,,,,,
,"(0.69873047, 0.60839844, 0.53564453, 0.64990234, 0.46093750) mean: 0.59072266, var: 0.00707163",,,,,"(0.26562500, 0.52539062, 0.40673828, 0.65478516, 0.41650391) mean: 0.45380859, var: 0.01690718",,,,
,"(0.54394531, 0.54492188, 0.55419922, 0.52685547, 0.64892578) mean: 0.56376953, var: 0.00189081",,,,,,,"(0.64208984, 0.36132812, 0.61132812, 0.54150391, 0.56494141) mean: 0.54423828, var: 0.00959364",,
,,,,,,,"(0.95751953, 0.97509766, 0.96093750, 0.96044922, 0.95117188) mean: 0.96103516, var: 0.00006155",,,
"(0.62695312, 0.69335938, 0.57519531, 0.70654297, 0.61572266) mean: 0.64355469, var: 0.00243425",,,,,,"(0.63574219, 0.72802734, 0.66894531, 0.79199219, 0.60986328) mean: 0.68691406, var: 0.00432199",,,,
,"(0.50000000, 0.54248047, 0.53710938, 0.53369141, 0.53955078) mean: 0.53056641, var: 0.00024191",,,,,,,"(0.45629883, 0.51367188, 0.52001953, 0.57177734, 0.59082031) mean: 0.53051758, var: 0.00224824",,
,"(0.49438477, 0.67480469, 0.62988281, 0.64697266, 0.64990234) mean: 0.61918945, var: 0.00409976",,,,"(0.39257812, 0.66113281, 0.32031250, 0.88574219, 0.70800781) mean: 0.59355469, var: 0.04361855",,,,,
,"(0.57617188, 0.59228516, 0.59521484, 0.62646484, 0.61523438) mean: 0.60107422, var: 0.00031538",,,,,,,"(0.55761719, 0.50830078, 0.55810547, 0.64404297, 0.49560547) mean: 0.55273438, var: 0.00272560",,
,"(0.50097656, 0.52148438, 0.56542969, 0.57519531, 0.53662109) mean: 0.53994141, var: 0.00075249",,,,,,,"(0.55078125, 0.56689453, 0.59716797, 0.65087891, 0.64306641) mean: 0.60175781, var: 0.00159088",,
,"(0.58984375, 0.49218750, 0.54052734, 0.64355469, 0.50488281) mean: 0.55419922, var: 0.00314388",,,,,,,,,
,"(0.69091797, 0.72900391, 0.61181641, 0.70654297, 0.70849609) mean: 0.68935547, var: 0.00164970",,,,,,,,,
,"(0.47460938, 0.48217773, 0.48730469, 0.51513672, 0.45190430) mean: 0.48222656, var: 0.00041727",,,,,,,,,
,"(0.65039062, 0.64794922, 0.75439453, 0.69482422, 0.76708984) mean: 0.70292969, var: 0.00252281",,,,,,,,,
,"(0.67187500, 0.59082031, 0.64306641, 0.61767578, 0.68212891) mean: 0.64111328, var: 0.00114222",,,,,,,,,
,"(0.53564453, 0.49023438, 0.50097656, 0.40039062, 0.46875000) mean: 0.47919922, var: 0.00202042",,,,,,,"(0.56201172, 0.58349609, 0.64501953, 0.47265625, 0.51318359) mean: 0.55527344, var: 0.00349869",,
,"(0.58544922, 0.62304688, 0.59277344, 0.61523438, 0.57324219) mean: 0.59794922, var: 0.00034443",,,,,,,"(0.53564453, 0.53613281, 0.55615234, 0.58935547, 0.56884766) mean: 0.55722656, var: 0.00041584",,
,"(0.57080078, 0.62939453, 0.56201172, 0.59472656, 0.56201172) mean: 0.58378906, var: 0.00066334",,,,,,,,,
,"(0.51660156, 0.53759766, 0.48193359, 0.54541016, 0.55078125) mean: 0.52646484, var: 0.00063089",,,,,,,"(0.61181641, 0.70312500, 0.75634766, 0.60693359, 0.64892578) mean: 0.66542969, var: 0.00325111",,
,,,,,,"(0.81054688, 0.82666016, 0.81933594, 0.86132812, 0.82275391) mean: 0.82812500, var: 0.00030394","(0.86718750, 0.93164062, 0.88232422, 0.89843750, 0.90087891) mean: 0.89609375, var: 0.00046343",,,
,"(0.51171875, 0.49267578, 0.52978516, 0.47680664, 0.58349609) mean: 0.51889648, var: 0.00136045",,,,,,,"(0.64990234, 0.44921875, 0.64697266, 0.58837891, 0.57812500) mean: 0.58251953, var: 0.00530348",,
,"(0.71923828, 0.76269531, 0.71289062, 0.72753906, 0.71777344) mean: 0.72802734, var: 0.00032272",,,,,,,,,
,,,,,,,,,,
,"(0.58349609, 0.55273438, 0.54687500, 0.59033203, 0.63818359) mean: 0.58232422, var: 0.00106359",,"(0.61376953, 0.64013672, 0.72802734, 0.61718750, 0.73730469) mean: 0.66728516, var: 0.00294062",,,,,"(0.50341797, 0.60156250, 0.52148438, 0.70507812, 0.62011719) mean: 0.59033203, var: 0.00529480",,
,,,"(0.68261719, 0.90966797, 0.72265625, 0.78857422, 0.83691406) mean: 0.78808594, var: 0.00651426",,,,,,,
,,,,,,,,"(0.65478516, 0.54638672, 0.62451172, 0.60253906, 0.55761719) mean: 0.59716797, var: 0.00164785",,
,"(0.49096680, 0.46435547, 0.52294922, 0.52001953, 0.52490234) mean: 0.50463867, var: 0.00055842",,,,,,,"(0.55908203, 0.60205078, 0.48388672, 0.73095703, 0.63574219) mean: 0.60234375, var: 0.00671211",,
,,,,,,,,,,
,,,,,,,,"(0.66943359, 0.62402344, 0.63867188, 0.64990234, 0.60400391) mean: 0.63720703, var: 0.00049562",,
,"(0.69140625, 0.68652344, 0.65917969, 0.66113281, 0.64892578) mean: 0.66943359, var: 0.00027390",,,,,,,"(0.56152344, 0.58789062, 0.55224609, 0.53417969, 0.55175781) mean: 0.55751953, var: 0.00030884",,
,"(0.58447266, 0.54150391, 0.55419922, 0.54931641, 0.56445312) mean: 0.55878906, var: 0.00022026",,,,,,,"(0.60888672, 0.64013672, 0.63085938, 0.68457031, 0.65820312) mean: 0.64453125, var: 0.00065336",,
,"(0.47241211, 0.50097656, 0.51025391, 0.52880859, 0.50048828) mean: 0.50258789, var: 0.00033278",,,,,,,"(0.56835938, 0.55810547, 0.52294922, 0.59082031, 0.57519531) mean: 0.56308594, var: 0.00051588",,
,,,"(0.76416016, 0.71191406, 0.71923828, 0.75976562, 0.82958984) mean: 0.75693359, var: 0.00175737",,,,,,,
,,,"(0.91064453, 0.85791016, 0.83886719, 0.90087891, 0.88916016) mean: 0.87949219, var: 0.00072750",,,,,,,
,"(0.55029297, 0.56982422, 0.58056641, 0.61962891, 0.62695312) mean: 0.58945313, var: 0.00086292",,,,,,,"(0.82519531, 0.81445312, 0.87451172, 0.91992188, 0.89599609) mean: 0.86601562, var: 0.00164038",,
,"(0.56591797, 0.65185547, 0.54003906, 0.52197266, 0.60253906) mean: 0.57646484, var: 0.00215422",,,,,,,"(0.61279297, 0.57714844, 0.69482422, 0.64550781, 0.62207031) mean: 0.63046875, var: 0.00151876",,
,,,"(0.53027344, 0.83105469, 0.64404297, 0.69140625, 0.72705078) mean: 0.68476563, var: 0.00975176",,,,,,,
,,,,,,,,"(0.88037109, 0.92529297, 0.91748047, 0.94970703, 0.90283203) mean: 0.91513672, var: 0.00053276",,
,"(0.63525391, 0.68261719, 0.64599609, 0.55859375, 0.67236328) mean: 0.63896484, var: 0.00190874",,,,,,,,,
,,,,,,,,,,
"(0.67626953, 0.76464844, 0.77734375, 0.87304688, 0.80859375) mean: 0.77998047, var: 0.00409561","(0.47705078, 0.59277344, 0.56201172, 0.58837891, 0.36962891) mean: 0.51796875, var: 0.00723442",,,,,"(0.53710938, 0.78906250, 0.68408203, 0.75781250, 0.74951172) mean: 0.70351563, var: 0.00809015",,,,
,"(0.58251953, 0.57080078, 0.53759766, 0.61376953, 0.63916016) mean: 0.58876953, var: 0.00122894",,,,,,,"(0.63281250, 0.67919922, 0.58642578, 0.66894531, 0.64013672) mean: 0.64150391, var: 0.00105700",,
,"(0.56689453, 0.51025391, 0.49780273, 0.57714844, 0.53955078) mean: 0.53833008, var: 0.00095100",,,,,,,,,
,"(0.55078125, 0.51757812, 0.50195312, 0.52685547, 0.37231445) mean: 0.49389648, var: 0.00394602",,,,,,,"(0.55859375, 0.56591797, 0.59228516, 0.47802734, 0.59130859) mean: 0.55722656, var: 0.00174812",,
,"(0.66748047, 0.73632812, 0.57617188, 0.74023438, 0.71777344) mean: 0.68759766, var: 0.00377525",,,,,,,,,
,"(0.56152344, 0.56738281, 0.56103516, 0.52490234, 0.54980469) mean: 0.55292969, var: 0.00022875",,,,,,,,,
,"(0.61669922, 0.58593750, 0.58642578, 0.59179688, 0.59375000) mean: 0.59492188, var: 0.00012766",,,,,,,"(0.60546875, 0.62695312, 0.56201172, 0.69482422, 0.68164062) mean: 0.63417969, var: 0.00240301",,
,"(0.57128906, 0.58789062, 0.57421875, 0.50537109, 0.59082031) mean: 0.56591797, var: 0.00097332",,,,,,,"(0.64208984, 0.66943359, 0.62402344, 0.68359375, 0.63671875) mean: 0.65117187, var: 0.00048262",,
,,,,,,,,,,
,"(0.54589844, 0.56298828, 0.57275391, 0.58105469, 0.55664062) mean: 0.56386719, var: 0.00015005",,,,,,,,,
,"(0.57812500, 0.58447266, 0.59277344, 0.61474609, 0.65820312) mean: 0.60566406, var: 0.00084330",,,,,,,,,
,,,"(0.66064453, 0.64892578, 0.86962891, 0.81152344, 0.80566406) mean: 0.75927734, var: 0.00779295",,,,,,,
,,,,,,,,"(0.68652344, 0.81933594, 0.79101562, 0.89697266, 0.80712891) mean: 0.80019531, var: 0.00455717",,
,"(0.48730469, 0.45947266, 0.51757812, 0.57763672, 0.48510742) mean: 0.50541992, var: 0.00164300",,,,,,,"(0.56201172, 0.57373047, 0.41455078, 0.71044922, 0.65332031) mean: 0.58281250, var: 0.01001793",,
,"(0.56640625, 0.52490234, 0.49609375, 0.56933594, 0.52294922) mean: 0.53593750, var: 0.00078436",,,,,,,,,
,"(0.66992188, 0.70703125, 0.60058594, 0.70800781, 0.69433594) mean: 0.67597656, var: 0.00160957",,,,,,,"(0.74658203, 0.79052734, 0.66308594, 0.68701172, 0.75439453) mean: 0.72832031, var: 0.00216900",,
,"(0.50634766, 0.51953125, 0.55761719, 0.63525391, 0.55126953) mean: 0.55400391, var: 0.00201632",,,,,,,"(0.54052734, 0.53222656, 0.44750977, 0.68066406, 0.64941406) mean: 0.57006836, var: 0.00717049",,
,"(0.59863281, 0.45800781, 0.48583984, 0.44555664, 0.58789062) mean: 0.51518554, var: 0.00424562",,,,,,,,,
,,,,,,,,"(0.68115234, 0.65673828, 0.48461914, 0.73779297, 0.69970703) mean: 0.65200195, var: 0.00770501",,
,"(0.51660156, 0.54980469, 0.56689453, 0.53857422, 0.57275391) mean: 0.54892578, var: 0.00040869",,,,,,,,,
,,,"(0.78955078, 0.71582031, 0.73583984, 0.70214844, 0.83300781) mean: 0.75527344, var: 0.00239481",,,,,,,
,,,,,,"(0.56298828, 0.56250000, 0.64257812, 0.62011719, 0.67578125) mean: 0.61279297, var: 0.00198364",,,,
,,"(0.63623047, 0.71582031, 0.69531250, 0.76904297, 0.74414062) mean: 0.71210937, var: 0.00206419",,,,"(0.43920898, 0.48828125, 0.43945312, 0.41479492, 0.50195312) mean: 0.45673828, var: 0.00108093",,,,
,,,,,,,,,,
,,,,,,,,"(0.45385742, 0.54199219, 0.52539062, 0.69091797, 0.42675781) mean: 0.52778320, var: 0.00849834",,
,"(0.53662109, 0.55126953, 0.59619141, 0.58203125, 0.58251953) mean: 0.56972656, var: 0.00049042",,,,,,,"(0.57324219, 0.55273438, 0.53027344, 0.70849609, 0.62988281) mean: 0.59892578, var: 0.00409409",,
,,,,,,"(0.69873047, 0.83789062, 0.74169922, 0.81445312, 0.77929688) mean: 0.77441406, var: 0.00249090","(0.93017578, 0.89990234, 0.90771484, 0.94873047, 0.93505859) mean: 0.92431640, var: 0.00032349",,,
,"(0.64843750, 0.68945312, 0.65087891, 0.68798828, 0.71972656) mean: 0.67929687, var: 0.00071463",,,,,,,"(0.49438477, 0.54492188, 0.57666016, 0.53222656, 0.49682617) mean: 0.52900391, var: 0.00095376",,
"(0.74804688, 0.76806641, 0.66650391, 0.77880859, 0.70605469) mean: 0.73349610, var: 0.00174021",,,,,,"(0.79785156, 0.83300781, 0.73583984, 0.72753906, 0.72509766) mean: 0.76386719, var: 0.00190874",,,,
,"(0.57031250, 0.54833984, 0.56640625, 0.59423828, 0.52636719) mean: 0.56113281, var: 0.00051607",,"(0.71093750, 0.64843750, 0.65966797, 0.64648438, 0.62646484) mean: 0.65839844, var: 0.00080458",,,,,,,
,,,,,,"(0.66894531, 0.68310547, 0.60937500, 0.73974609, 0.59179688) mean: 0.65859375, var: 0.00283560",,,,
,"(0.50830078, 0.48486328, 0.49047852, 0.49633789, 0.43774414) mean: 0.48354492, var: 0.00058481",,,,,,,,,
,"(0.51513672, 0.53808594, 0.55712891, 0.59326172, 0.54150391) mean: 0.54902344, var: 0.00066944",,,,,,,"(0.69921875, 0.67382812, 0.62744141, 0.74121094, 0.69238281) mean: 0.68681641, var: 0.00136753",,
,"(0.59179688, 0.48413086, 0.50244141, 0.43457031, 0.47094727) mean: 0.49677735, var: 0.00275153",,,,,,,"(0.75634766, 0.70654297, 0.78271484, 0.64355469, 0.70068359) mean: 0.71796875, var: 0.00232635",,
,,,,,,,"(0.95507812, 0.96093750, 0.94335938, 0.95263672, 0.93359375) mean: 0.94912109, var: 0.00009235",,,
,"(0.63671875, 0.54736328, 0.55322266, 0.62451172, 0.72460938) mean: 0.61728516, var: 0.00418829",,,,,,,,,
,"(0.56787109, 0.38110352, 0.41870117, 0.57617188, 0.47802734) mean: 0.48437500, var: 0.00608332",,,,,,,"(0.59619141, 0.64404297, 0.60839844, 0.50927734, 0.52050781) mean: 0.57568359, var: 0.00272360",,
,"(0.56542969, 0.53173828, 0.54150391, 0.55810547, 0.51171875) mean: 0.54169922, var: 0.00036608",,,,,,,,,
,"(0.55664062, 0.56298828, 0.56884766, 0.59521484, 0.54785156) mean: 0.56630859, var: 0.00025743",,,,,,,,,
,"(0.46215820, 0.46069336, 0.53613281, 0.56640625, 0.53222656) mean: 0.51152344, var: 0.00181340",,,,,,,,,
,"(0.53759766, 0.55371094, 0.51757812, 0.56005859, 0.55468750) mean: 0.54472656, var: 0.00024057",,,,,,,,,
,"(0.61767578, 0.57031250, 0.63085938, 0.64550781, 0.65136719) mean: 0.62314453, var: 0.00083546",,,,,,,"(0.54882812, 0.52490234, 0.51416016, 0.48974609, 0.60839844) mean: 0.53720703, var: 0.00162767",,
,,,"(0.70703125, 0.85449219, 0.78710938, 0.83984375, 0.77001953) mean: 0.79169922, var: 0.00278412",,,,,,,
,"(0.71093750, 0.76904297, 0.75097656, 0.70263672, 0.72363281) mean: 0.73144531, var: 0.00062132",,,,,,,,,
,"(0.48242188, 0.43334961, 0.41137695, 0.51123047, 0.53906250) mean: 0.47548828, var: 0.00225064",,,,,,,,,
,,"(0.56250000, 0.69873047, 0.73339844, 0.68945312, 0.64697266) mean: 0.66621094, var: 0.00344759",,,,"(0.49804688, 0.51171875, 0.51806641, 0.49658203, 0.60107422) mean: 0.52509766, var: 0.00150915",,,,
,,,,,,"(0.40869141, 0.38500977, 0.28686523, 0.62548828, 0.64062500) mean: 0.46933594, var: 0.01956154","(0.70117188, 0.78515625, 0.83007812, 0.82568359, 0.88085938) mean: 0.80458984, var: 0.00359692",,,
,"(0.62890625, 0.63671875, 0.63427734, 0.65771484, 0.61914062) mean: 0.63535156, var: 0.00016150",,,,,,,"(0.56689453, 0.57080078, 0.48071289, 0.56591797, 0.58691406) mean: 0.55424805, var: 0.00140892",,
,,,,,,,,,,
,,,,,,,,"(0.70556641, 0.77636719, 0.76318359, 0.66455078, 0.72119141) mean: 0.72617188, var: 0.00162720",,
,"(0.55908203, 0.49291992, 0.47290039, 0.52246094, 0.60742188) mean: 0.53095703, var: 0.00230549",,"(0.58691406, 0.73681641, 0.70898438, 0.71923828, 0.66455078) mean: 0.68330078, var: 0.00289141",,,,,,,
,,,,,,,,,,
,"(0.61328125, 0.46264648, 0.54248047, 0.52441406, 0.35205078) mean: 0.49897461, var: 0.00770246",,,,,,,"(0.58496094, 0.57812500, 0.72753906, 0.52685547, 0.65380859) mean: 0.61425781, var: 0.00483999",,
,,,,,,,,,,
,,,,,"(0.71289062, 0.61328125, 0.59326172, 0.70117188, 0.71630859) mean: 0.66738281, var: 0.00280546","(0.63183594, 0.54833984, 0.55175781, 0.56005859, 0.68066406) mean: 0.59453125, var: 0.00279242",,,,
"(0.82226562, 0.85009766, 0.80126953, 0.87011719, 0.83349609) mean: 0.83544922, var: 0.00055246",,,,,,"(0.88818359, 0.89550781, 0.87158203, 0.91650391, 0.86328125) mean: 0.88701172, var: 0.00034891",,,,
,"(0.66894531, 0.72802734, 0.62109375, 0.73681641, 0.66796875) mean: 0.68457031, var: 0.00183344",,,,,,,"(0.51464844, 0.49072266, 0.50732422, 0.62011719, 0.54003906) mean: 0.53457031, var: 0.00208200",,
,"(0.49389648, 0.49096680, 0.48754883, 0.51904297, 0.52001953) mean: 0.50229492, var: 0.00020219",,"(0.69580078, 0.62646484, 0.75244141, 0.54052734, 0.62939453) mean: 0.64892578, var: 0.00510979",,,,,"(0.60351562, 0.61425781, 0.46826172, 0.67871094, 0.59667969) mean: 0.59228516, var: 0.00469589",,
,,,,,,"(0.48803711, 0.40356445, 0.26318359, 0.55517578, 0.61572266) mean: 0.46513672, var: 0.01517676","(0.78808594, 0.77490234, 0.80371094, 0.78222656, 0.87988281) mean: 0.80576172, var: 0.00146336",,,
,,,,,,,,,,
,"(0.57080078, 0.49877930, 0.52246094, 0.54541016, 0.61132812) mean: 0.54975586, var: 0.00151931",,,,,,,,,
,"(0.66601562, 0.66748047, 0.62158203, 0.66748047, 0.61279297) mean: 0.64707031, var: 0.00060333",,,,,,,,,
,"(0.72558594, 0.77343750, 0.73193359, 0.66748047, 0.74121094) mean: 0.72792969, var: 0.00118460",,,,,,,"(0.66748047, 0.61865234, 0.72802734, 0.73974609, 0.65917969) mean: 0.68261719, var: 0.00203915",,
,"(0.59228516, 0.54394531, 0.53076172, 0.55419922, 0.61621094) mean: 0.56748047, var: 0.00101370",,,,,,,,,
,"(0.62158203, 0.65625000, 0.61621094, 0.62597656, 0.62158203) mean: 0.62832031, var: 0.00020460",,,,,,,,,
,"(0.55566406, 0.49414062, 0.49877930, 0.54980469, 0.57714844) mean: 0.53510742, var: 0.00108081",,,,,,,"(0.56054688, 0.50146484, 0.61279297, 0.62255859, 0.52880859) mean: 0.56523437, var: 0.00219265",,
,"(0.62304688, 0.52783203, 0.58593750, 0.60937500, 0.77001953) mean: 0.62324219, var: 0.00644613",,,,,,,"(0.49584961, 0.61230469, 0.64892578, 0.60937500, 0.57617188) mean: 0.58852539, var: 0.00267796",,
,"(0.47558594, 0.55419922, 0.58886719, 0.63574219, 0.58203125) mean: 0.56728516, var: 0.00278992",,,,,,,"(0.65136719, 0.67333984, 0.54541016, 0.83935547, 0.78515625) mean: 0.69892578, var: 0.01072794",,
,"(0.65039062, 0.70068359, 0.63183594, 0.64794922, 0.70947266) mean: 0.66806641, var: 0.00096163",,,,,,,,,
,"(0.56445312, 0.51953125, 0.57568359, 0.55078125, 0.62500000) mean: 0.56708984, var: 0.00119244",,,,,,,"(0.55859375, 0.53173828, 0.55761719, 0.64501953, 0.57617188) mean: 0.57382813, var: 0.00146803",,
,,,,,,,"(0.95166016, 0.96923828, 0.95751953, 0.96435547, 0.95263672) mean: 0.95908203, var: 0.00004601",,,
,"(0.52441406, 0.50537109, 0.49682617, 0.51757812, 0.55615234) mean: 0.52006836, var: 0.00041667",,,,,,,,,
,"(0.57226562, 0.61132812, 0.62548828, 0.65136719, 0.64599609) mean: 0.62128906, var: 0.00080706",,,,,,,,,
,"(0.65527344, 0.77343750, 0.71240234, 0.63867188, 0.69140625) mean: 0.69423828, var: 0.00224327",,,,,,,,,
,"(0.56396484, 0.56835938, 0.65527344, 0.65087891, 0.58544922) mean: 0.60478516, var: 0.00160814",,,,,,,,,
,"(0.52978516, 0.53076172, 0.55468750, 0.50781250, 0.57958984) mean: 0.54052734, var: 0.00060148",,,,,,,,,
,,,"(0.83886719, 0.80126953, 0.83886719, 0.80761719, 0.90039062) mean: 0.83740234, var: 0.00123291",,,,,,,
,"(0.60595703, 0.55322266, 0.61523438, 0.57226562, 0.62597656) mean: 0.59453125, var: 0.00075003",,,,,,,,,
,"(0.57910156, 0.49829102, 0.48291016, 0.45458984, 0.54589844) mean: 0.51215820, var: 0.00199634",,,,,,,,,
,"(0.55517578, 0.50927734, 0.49487305, 0.55029297, 0.60107422) mean: 0.54213867, var: 0.00140475",,,,,,,,,
,"(0.49877930, 0.50927734, 0.50292969, 0.50830078, 0.52392578) mean: 0.50864258, var: 0.00007280",,,,,,,,,
,"(0.49633789, 0.50488281, 0.48803711, 0.55371094, 0.52734375) mean: 0.51406250, var: 0.00056483",,,,,,,"(0.58251953, 0.54443359, 0.51464844, 0.64550781, 0.60888672) mean: 0.57919922, var: 0.00213293",,
,"(0.48071289, 0.37304688, 0.39038086, 0.50830078, 0.61962891) mean: 0.47441406, var: 0.00792244",,,,,,,,,
,,,,,,,,"(0.89648438, 0.93603516, 0.91650391, 0.94824219, 0.89990234) mean: 0.91943360, var: 0.00040445",,
,"(0.58251953, 0.44018555, 0.43701172, 0.54882812, 0.64599609) mean: 0.53090820, var: 0.00665544",,"(0.54150391, 0.85058594, 0.66113281, 0.68017578, 0.66357422) mean: 0.67939453, var: 0.00978094",,,,,,,
,"(0.63183594, 0.64990234, 0.57763672, 0.67089844, 0.69775391) mean: 0.64560547, var: 0.00163740",,,,,,,,,
,"(0.63574219, 0.64599609, 0.67089844, 0.58691406, 0.71289062) mean: 0.65048828, var: 0.00171799",,,,,,,,,
,"(0.58056641, 0.57177734, 0.53515625, 0.50878906, 0.50195312) mean: 0.53964844, var: 0.00101999",,,,,,,"(0.69042969, 0.74316406, 0.70312500, 0.63818359, 0.66943359) mean: 0.68886719, var: 0.00122007",,
