Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid,predicted_label,true_label
,,,"(0.68261719, 0.90966797, 0.72265625, 0.78857422, 0.83691406) mean: 0.78808594, var: 0.00651426",,,,,,,,Extracellular,Cytoplasm
,,,,,,,,"(0.65478516, 0.54638672, 0.62451172, 0.60253906, 0.55761719) mean: 0.59716797, var: 0.00164785",,,Nucleus,Nucleus
,"(0.49096680, 0.46435547, 0.52294922, 0.52001953, 0.52490234) mean: 0.50463867, var: 0.00055842",,,,,,,"(0.55908203, 0.60205078, 0.48388672, 0.73095703, 0.63574219) mean: 0.60234375, var: 0.00671211",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,Cytoplasm
,,,,,,,,"(0.66943359, 0.62402344, 0.63867188, 0.64990234, 0.60400391) mean: 0.63720703, var: 0.00049562",,,Nucleus,Nucleus
,"(0.69140625, 0.68652344, 0.65917969, 0.66113281, 0.64892578) mean: 0.66943359, var: 0.00027390",,,,,,,"(0.56152344, 0.58789062, 0.55224609, 0.53417969, 0.55175781) mean: 0.55751953, var: 0.00030884",,,"Cytoplasm, Nucleus",Nucleus
,"(0.58447266, 0.54150391, 0.55419922, 0.54931641, 0.56445312) mean: 0.55878906, var: 0.00022026",,,,,,,"(0.60888672, 0.64013672, 0.63085938, 0.68457031, 0.65820312) mean: 0.64453125, var: 0.00065336",,,"Cytoplasm, Nucleus",Nucleus
,"(0.47241211, 0.50097656, 0.51025391, 0.52880859, 0.50048828) mean: 0.50258789, var: 0.00033278",,,,,,,"(0.56835938, 0.55810547, 0.52294922, 0.59082031, 0.57519531) mean: 0.56308594, var: 0.00051588",,,"Cytoplasm, Nucleus",Cytoplasm
,,,"(0.76416016, 0.71191406, 0.71923828, 0.75976562, 0.82958984) mean: 0.75693359, var: 0.00175737",,,,,,,,Extracellular,Mitochondrion
,,,"(0.91064453, 0.85791016, 0.83886719, 0.90087891, 0.88916016) mean: 0.87949219, var: 0.00072750",,,,,,,,Extracellular,Cell membrane
,"(0.55029297, 0.56982422, 0.58056641, 0.61962891, 0.62695312) mean: 0.58945313, var: 0.00086292",,,,,,,"(0.82519531, 0.81445312, 0.87451172, 0.91992188, 0.89599609) mean: 0.86601562, var: 0.00164038",,,"Cytoplasm, Nucleus",Nucleus
,"(0.56591797, 0.65185547, 0.54003906, 0.52197266, 0.60253906) mean: 0.57646484, var: 0.00215422",,,,,,,"(0.61279297, 0.57714844, 0.69482422, 0.64550781, 0.62207031) mean: 0.63046875, var: 0.00151876",,,"Cytoplasm, Nucleus",Cytoplasm
,,,"(0.53027344, 0.83105469, 0.64404297, 0.69140625, 0.72705078) mean: 0.68476563, var: 0.00975176",,,,,,,,Extracellular,Mitochondrion
,,,,,,,,"(0.88037109, 0.92529297, 0.91748047, 0.94970703, 0.90283203) mean: 0.91513672, var: 0.00053276",,,Nucleus,Nucleus
,"(0.63525391, 0.68261719, 0.64599609, 0.55859375, 0.67236328) mean: 0.63896484, var: 0.00190874",,,,,,,,,,Cytoplasm,Mitochondrion
,,,,,,,,,,,nan,Cell membrane
"(0.67626953, 0.76464844, 0.77734375, 0.87304688, 0.80859375) mean: 0.77998047, var: 0.00409561","(0.47705078, 0.59277344, 0.56201172, 0.58837891, 0.36962891) mean: 0.51796875, var: 0.00723442",,,,,"(0.53710938, 0.78906250, 0.68408203, 0.75781250, 0.74951172) mean: 0.70351563, var: 0.00809015",,,,,"Membrane, Cytoplasm, Cell membrane",Cell membrane
,"(0.58251953, 0.57080078, 0.53759766, 0.61376953, 0.63916016) mean: 0.58876953, var: 0.00122894",,,,,,,"(0.63281250, 0.67919922, 0.58642578, 0.66894531, 0.64013672) mean: 0.64150391, var: 0.00105700",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.56689453, 0.51025391, 0.49780273, 0.57714844, 0.53955078) mean: 0.53833008, var: 0.00095100",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.55078125, 0.51757812, 0.50195312, 0.52685547, 0.37231445) mean: 0.49389648, var: 0.00394602",,,,,,,"(0.55859375, 0.56591797, 0.59228516, 0.47802734, 0.59130859) mean: 0.55722656, var: 0.00174812",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.66748047, 0.73632812, 0.57617188, 0.74023438, 0.71777344) mean: 0.68759766, var: 0.00377525",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.56152344, 0.56738281, 0.56103516, 0.52490234, 0.54980469) mean: 0.55292969, var: 0.00022875",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.61669922, 0.58593750, 0.58642578, 0.59179688, 0.59375000) mean: 0.59492188, var: 0.00012766",,,,,,,"(0.60546875, 0.62695312, 0.56201172, 0.69482422, 0.68164062) mean: 0.63417969, var: 0.00240301",,,"Cytoplasm, Nucleus","Cytoplasm, Mitochondrion"
,"(0.57128906, 0.58789062, 0.57421875, 0.50537109, 0.59082031) mean: 0.56591797, var: 0.00097332",,,,,,,"(0.64208984, 0.66943359, 0.62402344, 0.68359375, 0.63671875) mean: 0.65117187, var: 0.00048262",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,Mitochondrion
,"(0.54589844, 0.56298828, 0.57275391, 0.58105469, 0.55664062) mean: 0.56386719, var: 0.00015005",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.57812500, 0.58447266, 0.59277344, 0.61474609, 0.65820312) mean: 0.60566406, var: 0.00084330",,,,,,,,,,Cytoplasm,Cytoplasm
,,,"(0.66064453, 0.64892578, 0.86962891, 0.81152344, 0.80566406) mean: 0.75927734, var: 0.00779295",,,,,,,,Extracellular,Cytoplasm
,,,,,,,,"(0.68652344, 0.81933594, 0.79101562, 0.89697266, 0.80712891) mean: 0.80019531, var: 0.00455717",,,Nucleus,Cytoplasm
,"(0.48730469, 0.45947266, 0.51757812, 0.57763672, 0.48510742) mean: 0.50541992, var: 0.00164300",,,,,,,"(0.56201172, 0.57373047, 0.41455078, 0.71044922, 0.65332031) mean: 0.58281250, var: 0.01001793",,,"Cytoplasm, Nucleus",Nucleus
,"(0.56640625, 0.52490234, 0.49609375, 0.56933594, 0.52294922) mean: 0.53593750, var: 0.00078436",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.66992188, 0.70703125, 0.60058594, 0.70800781, 0.69433594) mean: 0.67597656, var: 0.00160957",,,,,,,"(0.74658203, 0.79052734, 0.66308594, 0.68701172, 0.75439453) mean: 0.72832031, var: 0.00216900",,,"Cytoplasm, Nucleus",Nucleus
,"(0.50634766, 0.51953125, 0.55761719, 0.63525391, 0.55126953) mean: 0.55400391, var: 0.00201632",,,,,,,"(0.54052734, 0.53222656, 0.44750977, 0.68066406, 0.64941406) mean: 0.57006836, var: 0.00717049",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.59863281, 0.45800781, 0.48583984, 0.44555664, 0.58789062) mean: 0.51518554, var: 0.00424562",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,,,,,,,,"(0.68115234, 0.65673828, 0.48461914, 0.73779297, 0.69970703) mean: 0.65200195, var: 0.00770501",,,Nucleus,"Nucleus, Mitochondrion"
,"(0.51660156, 0.54980469, 0.56689453, 0.53857422, 0.57275391) mean: 0.54892578, var: 0.00040869",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,"(0.78955078, 0.71582031, 0.73583984, 0.70214844, 0.83300781) mean: 0.75527344, var: 0.00239481",,,,,,,,Extracellular,Cell membrane
,,,,,,"(0.56298828, 0.56250000, 0.64257812, 0.62011719, 0.67578125) mean: 0.61279297, var: 0.00198364",,,,,Membrane,Cell membrane
,,"(0.63623047, 0.71582031, 0.69531250, 0.76904297, 0.74414062) mean: 0.71210937, var: 0.00206419",,,,"(0.43920898, 0.48828125, 0.43945312, 0.41479492, 0.50195312) mean: 0.45673828, var: 0.00108093",,,,,"Membrane, Endoplasmic reticulum",Cell membrane
,,,,,,,,,,,nan,Mitochondrion
,,,,,,,,"(0.45385742, 0.54199219, 0.52539062, 0.69091797, 0.42675781) mean: 0.52778320, var: 0.00849834",,,Nucleus,"Cytoplasm, Nucleus"
,"(0.53662109, 0.55126953, 0.59619141, 0.58203125, 0.58251953) mean: 0.56972656, var: 0.00049042",,,,,,,"(0.57324219, 0.55273438, 0.53027344, 0.70849609, 0.62988281) mean: 0.59892578, var: 0.00409409",,,"Cytoplasm, Nucleus",Cell membrane
,,,,,,"(0.69873047, 0.83789062, 0.74169922, 0.81445312, 0.77929688) mean: 0.77441406, var: 0.00249090","(0.93017578, 0.89990234, 0.90771484, 0.94873047, 0.93505859) mean: 0.92431640, var: 0.00032349",,,,"Membrane, Mitochondrion",Mitochondrion
,"(0.64843750, 0.68945312, 0.65087891, 0.68798828, 0.71972656) mean: 0.67929687, var: 0.00071463",,,,,,,"(0.49438477, 0.54492188, 0.57666016, 0.53222656, 0.49682617) mean: 0.52900391, var: 0.00095376",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
"(0.74804688, 0.76806641, 0.66650391, 0.77880859, 0.70605469) mean: 0.73349610, var: 0.00174021",,,,,,"(0.79785156, 0.83300781, 0.73583984, 0.72753906, 0.72509766) mean: 0.76386719, var: 0.00190874",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.57031250, 0.54833984, 0.56640625, 0.59423828, 0.52636719) mean: 0.56113281, var: 0.00051607",,"(0.71093750, 0.64843750, 0.65966797, 0.64648438, 0.62646484) mean: 0.65839844, var: 0.00080458",,,,,,,,"Cytoplasm, Extracellular",Cytoplasm
,,,,,,"(0.66894531, 0.68310547, 0.60937500, 0.73974609, 0.59179688) mean: 0.65859375, var: 0.00283560",,,,,Membrane,Cytoplasm
,"(0.50830078, 0.48486328, 0.49047852, 0.49633789, 0.43774414) mean: 0.48354492, var: 0.00058481",,,,,,,,,,Cytoplasm,"Mitochondrion, Endoplasmic reticulum"
,"(0.51513672, 0.53808594, 0.55712891, 0.59326172, 0.54150391) mean: 0.54902344, var: 0.00066944",,,,,,,"(0.69921875, 0.67382812, 0.62744141, 0.74121094, 0.69238281) mean: 0.68681641, var: 0.00136753",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.59179688, 0.48413086, 0.50244141, 0.43457031, 0.47094727) mean: 0.49677735, var: 0.00275153",,,,,,,"(0.75634766, 0.70654297, 0.78271484, 0.64355469, 0.70068359) mean: 0.71796875, var: 0.00232635",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.95507812, 0.96093750, 0.94335938, 0.95263672, 0.93359375) mean: 0.94912109, var: 0.00009235",,,,Mitochondrion,Mitochondrion
,"(0.63671875, 0.54736328, 0.55322266, 0.62451172, 0.72460938) mean: 0.61728516, var: 0.00418829",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.56787109, 0.38110352, 0.41870117, 0.57617188, 0.47802734) mean: 0.48437500, var: 0.00608332",,,,,,,"(0.59619141, 0.64404297, 0.60839844, 0.50927734, 0.52050781) mean: 0.57568359, var: 0.00272360",,,"Cytoplasm, Nucleus",Nucleus
,"(0.56542969, 0.53173828, 0.54150391, 0.55810547, 0.51171875) mean: 0.54169922, var: 0.00036608",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.55664062, 0.56298828, 0.56884766, 0.59521484, 0.54785156) mean: 0.56630859, var: 0.00025743",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.46215820, 0.46069336, 0.53613281, 0.56640625, 0.53222656) mean: 0.51152344, var: 0.00181340",,,,,,,,,,Cytoplasm,Nucleus
,"(0.53759766, 0.55371094, 0.51757812, 0.56005859, 0.55468750) mean: 0.54472656, var: 0.00024057",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.61767578, 0.57031250, 0.63085938, 0.64550781, 0.65136719) mean: 0.62314453, var: 0.00083546",,,,,,,"(0.54882812, 0.52490234, 0.51416016, 0.48974609, 0.60839844) mean: 0.53720703, var: 0.00162767",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus, Cell membrane"
,,,"(0.70703125, 0.85449219, 0.78710938, 0.83984375, 0.77001953) mean: 0.79169922, var: 0.00278412",,,,,,,,Extracellular,Golgi apparatus
,"(0.71093750, 0.76904297, 0.75097656, 0.70263672, 0.72363281) mean: 0.73144531, var: 0.00062132",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.48242188, 0.43334961, 0.41137695, 0.51123047, 0.53906250) mean: 0.47548828, var: 0.00225064",,,,,,,,,,Cytoplasm,Mitochondrion
,,"(0.56250000, 0.69873047, 0.73339844, 0.68945312, 0.64697266) mean: 0.66621094, var: 0.00344759",,,,"(0.49804688, 0.51171875, 0.51806641, 0.49658203, 0.60107422) mean: 0.52509766, var: 0.00150915",,,,,"Membrane, Endoplasmic reticulum",Cell membrane
,,,,,,"(0.40869141, 0.38500977, 0.28686523, 0.62548828, 0.64062500) mean: 0.46933594, var: 0.01956154","(0.70117188, 0.78515625, 0.83007812, 0.82568359, 0.88085938) mean: 0.80458984, var: 0.00359692",,,,"Membrane, Mitochondrion",Mitochondrion
,"(0.62890625, 0.63671875, 0.63427734, 0.65771484, 0.61914062) mean: 0.63535156, var: 0.00016150",,,,,,,"(0.56689453, 0.57080078, 0.48071289, 0.56591797, 0.58691406) mean: 0.55424805, var: 0.00140892",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,Nucleus
,,,,,,,,"(0.70556641, 0.77636719, 0.76318359, 0.66455078, 0.72119141) mean: 0.72617188, var: 0.00162720",,,Nucleus,Nucleus
,"(0.55908203, 0.49291992, 0.47290039, 0.52246094, 0.60742188) mean: 0.53095703, var: 0.00230549",,"(0.58691406, 0.73681641, 0.70898438, 0.71923828, 0.66455078) mean: 0.68330078, var: 0.00289141",,,,,,,,"Cytoplasm, Extracellular",Cytoplasm
,,,,,,,,,,,nan,"Cytoplasm, Mitochondrion"
,"(0.61328125, 0.46264648, 0.54248047, 0.52441406, 0.35205078) mean: 0.49897461, var: 0.00770246",,,,,,,"(0.58496094, 0.57812500, 0.72753906, 0.52685547, 0.65380859) mean: 0.61425781, var: 0.00483999",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,,,,nan,Nucleus
,,,,,"(0.71289062, 0.61328125, 0.59326172, 0.70117188, 0.71630859) mean: 0.66738281, var: 0.00280546","(0.63183594, 0.54833984, 0.55175781, 0.56005859, 0.68066406) mean: 0.59453125, var: 0.00279242",,,,,"Membrane, Lysosome/Vacuole",Nucleus
"(0.82226562, 0.85009766, 0.80126953, 0.87011719, 0.83349609) mean: 0.83544922, var: 0.00055246",,,,,,"(0.88818359, 0.89550781, 0.87158203, 0.91650391, 0.86328125) mean: 0.88701172, var: 0.00034891",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.66894531, 0.72802734, 0.62109375, 0.73681641, 0.66796875) mean: 0.68457031, var: 0.00183344",,,,,,,"(0.51464844, 0.49072266, 0.50732422, 0.62011719, 0.54003906) mean: 0.53457031, var: 0.00208200",,,"Cytoplasm, Nucleus",Nucleus
,"(0.49389648, 0.49096680, 0.48754883, 0.51904297, 0.52001953) mean: 0.50229492, var: 0.00020219",,"(0.69580078, 0.62646484, 0.75244141, 0.54052734, 0.62939453) mean: 0.64892578, var: 0.00510979",,,,,"(0.60351562, 0.61425781, 0.46826172, 0.67871094, 0.59667969) mean: 0.59228516, var: 0.00469589",,,"Cytoplasm, Nucleus, Extracellular",Cytoplasm
,,,,,,"(0.48803711, 0.40356445, 0.26318359, 0.55517578, 0.61572266) mean: 0.46513672, var: 0.01517676","(0.78808594, 0.77490234, 0.80371094, 0.78222656, 0.87988281) mean: 0.80576172, var: 0.00146336",,,,"Membrane, Mitochondrion",Mitochondrion
,,,,,,,,,,,nan,Cytoplasm
,"(0.57080078, 0.49877930, 0.52246094, 0.54541016, 0.61132812) mean: 0.54975586, var: 0.00151931",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.66601562, 0.66748047, 0.62158203, 0.66748047, 0.61279297) mean: 0.64707031, var: 0.00060333",,,,,,,,,,Cytoplasm,Nucleus
,"(0.72558594, 0.77343750, 0.73193359, 0.66748047, 0.74121094) mean: 0.72792969, var: 0.00118460",,,,,,,"(0.66748047, 0.61865234, 0.72802734, 0.73974609, 0.65917969) mean: 0.68261719, var: 0.00203915",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,"(0.59228516, 0.54394531, 0.53076172, 0.55419922, 0.61621094) mean: 0.56748047, var: 0.00101370",,,,,,,,,,Cytoplasm,Nucleus
,"(0.62158203, 0.65625000, 0.61621094, 0.62597656, 0.62158203) mean: 0.62832031, var: 0.00020460",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.55566406, 0.49414062, 0.49877930, 0.54980469, 0.57714844) mean: 0.53510742, var: 0.00108081",,,,,,,"(0.56054688, 0.50146484, 0.61279297, 0.62255859, 0.52880859) mean: 0.56523437, var: 0.00219265",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.62304688, 0.52783203, 0.58593750, 0.60937500, 0.77001953) mean: 0.62324219, var: 0.00644613",,,,,,,"(0.49584961, 0.61230469, 0.64892578, 0.60937500, 0.57617188) mean: 0.58852539, var: 0.00267796",,,"Cytoplasm, Nucleus",Nucleus
,"(0.47558594, 0.55419922, 0.58886719, 0.63574219, 0.58203125) mean: 0.56728516, var: 0.00278992",,,,,,,"(0.65136719, 0.67333984, 0.54541016, 0.83935547, 0.78515625) mean: 0.69892578, var: 0.01072794",,,"Cytoplasm, Nucleus",Nucleus
,"(0.65039062, 0.70068359, 0.63183594, 0.64794922, 0.70947266) mean: 0.66806641, var: 0.00096163",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.56445312, 0.51953125, 0.57568359, 0.55078125, 0.62500000) mean: 0.56708984, var: 0.00119244",,,,,,,"(0.55859375, 0.53173828, 0.55761719, 0.64501953, 0.57617188) mean: 0.57382813, var: 0.00146803",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.95166016, 0.96923828, 0.95751953, 0.96435547, 0.95263672) mean: 0.95908203, var: 0.00004601",,,,Mitochondrion,Mitochondrion
,"(0.52441406, 0.50537109, 0.49682617, 0.51757812, 0.55615234) mean: 0.52006836, var: 0.00041667",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.57226562, 0.61132812, 0.62548828, 0.65136719, 0.64599609) mean: 0.62128906, var: 0.00080706",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.65527344, 0.77343750, 0.71240234, 0.63867188, 0.69140625) mean: 0.69423828, var: 0.00224327",,,,,,,,,,Cytoplasm,Nucleus
,"(0.56396484, 0.56835938, 0.65527344, 0.65087891, 0.58544922) mean: 0.60478516, var: 0.00160814",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.52978516, 0.53076172, 0.55468750, 0.50781250, 0.57958984) mean: 0.54052734, var: 0.00060148",,,,,,,,,,Cytoplasm,Nucleus
,,,"(0.83886719, 0.80126953, 0.83886719, 0.80761719, 0.90039062) mean: 0.83740234, var: 0.00123291",,,,,,,,Extracellular,Cell membrane
,"(0.60595703, 0.55322266, 0.61523438, 0.57226562, 0.62597656) mean: 0.59453125, var: 0.00075003",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.57910156, 0.49829102, 0.48291016, 0.45458984, 0.54589844) mean: 0.51215820, var: 0.00199634",,,,,,,,,,Cytoplasm,Nucleus
,"(0.55517578, 0.50927734, 0.49487305, 0.55029297, 0.60107422) mean: 0.54213867, var: 0.00140475",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.49877930, 0.50927734, 0.50292969, 0.50830078, 0.52392578) mean: 0.50864258, var: 0.00007280",,,,,,,,,,Cytoplasm,Nucleus
,"(0.49633789, 0.50488281, 0.48803711, 0.55371094, 0.52734375) mean: 0.51406250, var: 0.00056483",,,,,,,"(0.58251953, 0.54443359, 0.51464844, 0.64550781, 0.60888672) mean: 0.57919922, var: 0.00213293",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.48071289, 0.37304688, 0.39038086, 0.50830078, 0.61962891) mean: 0.47441406, var: 0.00792244",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.89648438, 0.93603516, 0.91650391, 0.94824219, 0.89990234) mean: 0.91943360, var: 0.00040445",,,Nucleus,Nucleus
,"(0.58251953, 0.44018555, 0.43701172, 0.54882812, 0.64599609) mean: 0.53090820, var: 0.00665544",,"(0.54150391, 0.85058594, 0.66113281, 0.68017578, 0.66357422) mean: 0.67939453, var: 0.00978094",,,,,,,,"Cytoplasm, Extracellular","Cytoplasm, Nucleus"
,"(0.63183594, 0.64990234, 0.57763672, 0.67089844, 0.69775391) mean: 0.64560547, var: 0.00163740",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.63574219, 0.64599609, 0.67089844, 0.58691406, 0.71289062) mean: 0.65048828, var: 0.00171799",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.58056641, 0.57177734, 0.53515625, 0.50878906, 0.50195312) mean: 0.53964844, var: 0.00101999",,,,,,,"(0.69042969, 0.74316406, 0.70312500, 0.63818359, 0.66943359) mean: 0.68886719, var: 0.00122007",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,,,,,,,,"(0.91210938, 0.90087891, 0.89501953, 0.95800781, 0.87158203) mean: 0.90751953, var: 0.00081240",,,Nucleus,Nucleus
,,,,,,,,,,,nan,"Cytoplasm, Nucleus"
,"(0.57080078, 0.53955078, 0.59082031, 0.60693359, 0.58349609) mean: 0.57832031, var: 0.00051228",,,,,,,,,,Cytoplasm,Nucleus
,"(0.53076172, 0.50439453, 0.54248047, 0.54443359, 0.59179688) mean: 0.54277344, var: 0.00080467",,,,,,,"(0.49291992, 0.53515625, 0.47241211, 0.66064453, 0.56298828) mean: 0.54482422, var: 0.00435506",,,"Cytoplasm, Nucleus",Nucleus
,"(0.60644531, 0.62353516, 0.58740234, 0.63720703, 0.67138672) mean: 0.62519531, var: 0.00081211",,,,,,,,,,Cytoplasm,Nucleus
,"(0.57714844, 0.69628906, 0.70800781, 0.70068359, 0.77197266) mean: 0.69082031, var: 0.00398592",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,,"(0.52734375, 0.55273438, 0.54199219, 0.62841797, 0.53759766) mean: 0.55761719, var: 0.00131960",,,Nucleus,"Cytoplasm, Nucleus"
,"(0.63574219, 0.70312500, 0.67578125, 0.66845703, 0.74023438) mean: 0.68466797, var: 0.00123276",,,,,,,"(0.63183594, 0.61523438, 0.63916016, 0.69873047, 0.59619141) mean: 0.63623047, var: 0.00119562",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.54296875, 0.50830078, 0.47729492, 0.56445312, 0.53613281) mean: 0.52583008, var: 0.00091091",,,,,,,,,,Cytoplasm,Nucleus
,"(0.65625000, 0.67773438, 0.62597656, 0.57421875, 0.54638672) mean: 0.61611328, var: 0.00242447",,,,,,,,,,Cytoplasm,Nucleus
,"(0.47387695, 0.50195312, 0.49511719, 0.53027344, 0.45043945) mean: 0.49033203, var: 0.00072309",,,,,,,"(0.52050781, 0.54003906, 0.43017578, 0.60937500, 0.59521484) mean: 0.53906250, var: 0.00405970",,,"Cytoplasm, Nucleus",Endoplasmic reticulum
,"(0.49707031, 0.47265625, 0.49243164, 0.44775391, 0.47143555) mean: 0.47626953, var: 0.00030869",,,,,,,"(0.56933594, 0.53955078, 0.55322266, 0.60009766, 0.54199219) mean: 0.56083985, var: 0.00049597",,,"Cytoplasm, Nucleus",Nucleus
,"(0.59814453, 0.53369141, 0.55029297, 0.62939453, 0.65332031) mean: 0.59296875, var: 0.00206619",,,,,,,"(0.57519531, 0.61083984, 0.54443359, 0.53466797, 0.60839844) mean: 0.57470703, var: 0.00099211",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,,,"(0.82910156, 0.85888672, 0.83105469, 0.85351562, 0.88623047) mean: 0.85175781, var: 0.00043684",,,,,,,,Extracellular,Cell membrane
,"(0.48803711, 0.49389648, 0.51953125, 0.56494141, 0.51074219) mean: 0.51542969, var: 0.00074085",,,,,,,"(0.49707031, 0.54736328, 0.39624023, 0.63867188, 0.58203125) mean: 0.53227539, var: 0.00675369",,,"Cytoplasm, Nucleus",Cell membrane
,,,,,,,,,,,nan,Mitochondrion
,"(0.55175781, 0.53808594, 0.46582031, 0.58056641, 0.52294922) mean: 0.53183594, var: 0.00144953",,,,,,,,,,Cytoplasm,Nucleus
,"(0.61132812, 0.54980469, 0.57226562, 0.64111328, 0.59033203) mean: 0.59296875, var: 0.00099073",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.53515625, 0.52783203, 0.50537109, 0.54248047, 0.49755859) mean: 0.52167969, var: 0.00029999",,,,,,,"(0.48364258, 0.60839844, 0.68457031, 0.71582031, 0.60009766) mean: 0.61850586, var: 0.00649275",,,"Cytoplasm, Nucleus",Nucleus
,"(0.59716797, 0.62597656, 0.63281250, 0.63330078, 0.66552734) mean: 0.63095703, var: 0.00047411",,,,,,,"(0.61523438, 0.55273438, 0.53515625, 0.52294922, 0.51513672) mean: 0.54824219, var: 0.00128302",,,"Cytoplasm, Nucleus",Nucleus
,"(0.55712891, 0.56494141, 0.57275391, 0.53076172, 0.59716797) mean: 0.56455078, var: 0.00046562",,,,,,,"(0.53759766, 0.57861328, 0.58984375, 0.61035156, 0.59326172) mean: 0.58193359, var: 0.00059504",,,"Cytoplasm, Nucleus",Nucleus
,"(0.54492188, 0.56201172, 0.58496094, 0.63916016, 0.61523438) mean: 0.58925782, var: 0.00117830",,,,,,,"(0.59765625, 0.60742188, 0.48608398, 0.70751953, 0.67382812) mean: 0.61450195, var: 0.00579939",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.58740234, 0.82666016, 0.85253906, 0.83349609, 0.78222656) mean: 0.77646484, var: 0.00946745",,,,Mitochondrion,Mitochondrion
,"(0.52343750, 0.40820312, 0.42846680, 0.47216797, 0.56835938) mean: 0.48012695, var: 0.00351318",,,,,,,,,,Cytoplasm,"Nucleus, Golgi apparatus"
,"(0.64794922, 0.60449219, 0.51269531, 0.55566406, 0.59472656) mean: 0.58310547, var: 0.00210156",,,,,,,"(0.59765625, 0.49194336, 0.66113281, 0.68164062, 0.57519531) mean: 0.60151367, var: 0.00453759",,,"Cytoplasm, Nucleus",Mitochondrion
,,,"(0.69970703, 0.94433594, 0.66894531, 0.72607422, 0.69970703) mean: 0.74775391, var: 0.00998846",,,,,"(0.43627930, 0.65185547, 0.61181641, 0.78271484, 0.49243164) mean: 0.59501953, var: 0.01489294",,,"Nucleus, Extracellular",Nucleus
,"(0.53662109, 0.50048828, 0.52294922, 0.53027344, 0.49609375) mean: 0.51728516, var: 0.00026117",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.62744141, 0.66650391, 0.60546875, 0.59863281, 0.64843750) mean: 0.62929688, var: 0.00065245",,,,,,,"(0.61230469, 0.58740234, 0.54345703, 0.60498047, 0.52587891) mean: 0.57480469, var: 0.00117039",,,"Cytoplasm, Nucleus",Nucleus
,"(0.58349609, 0.61523438, 0.59326172, 0.52978516, 0.65380859) mean: 0.59511719, var: 0.00165123",,,,,,,"(0.71826172, 0.72167969, 0.71142578, 0.75976562, 0.71728516) mean: 0.72568359, var: 0.00030130",,,"Cytoplasm, Nucleus",Nucleus
,"(0.58935547, 0.57714844, 0.57421875, 0.61914062, 0.62695312) mean: 0.59736328, var: 0.00047165",,,,,,,,,,Cytoplasm,Mitochondrion
